gene	cell	contrast	logFC	AveExpr	P.Value	adj.P.Val	sig	direction
Tap2	Nh	PR8_100_vs_Sham	1.21232325544088	9.69810318673047	1.64710276803612e-06	0.000109385393371029	TRUE	up
Tbx6	Nh	PR8_100_vs_Sham	-1.2619776015509	5.23755262279141	3.24500365890831e-05	0.00112416198183609	TRUE	down
Tcea3	Nh	PR8_100_vs_Sham	-1.23483900667916	5.93673183775082	0.000614917688319883	0.0105372137061667	TRUE	down
Tcf21	Nh	PR8_100_vs_Sham	-1.1368108453245	5.58039558212222	0.000783861757871636	0.0125299439702223	TRUE	down
Tcf23	Nh	PR8_100_vs_Sham	1.80134748567888	6.51811502977867	0.00199707532707836	0.0246439403314488	TRUE	up
Tdrd7	Nh	PR8_100_vs_Sham	1.58212452542174	9.53054502842662	8.59566892547671e-09	1.78667118379552e-06	TRUE	up
Tead3	Nh	PR8_100_vs_Sham	1.58241458793715	8.34117064319135	2.53068968641913e-07	2.53148052694614e-05	TRUE	up
Tent4a	Nh	PR8_100_vs_Sham	1.16135530080223	9.58124151747077	1.54824249250191e-06	0.000103995012240358	TRUE	up
Tent5a	Nh	PR8_100_vs_Sham	2.10855667955293	8.55923165856015	7.11428369715708e-06	0.000352520466170276	TRUE	up
Tfcp2l1	Nh	PR8_100_vs_Sham	-2.01022431269737	8.23310885055577	6.10449975744778e-06	0.00031314909813446	TRUE	down
Tgfbi	Nh	PR8_100_vs_Sham	1.70720467839039	10.053149636029	1.48718735712903e-05	0.000624735791360897	TRUE	up
Tgtp1	Nh	PR8_100_vs_Sham	2.64059032532605	8.11874342106159	2.68338956608266e-09	6.92704032341178e-07	TRUE	up
Thbs3	Nh	PR8_100_vs_Sham	-1.21411792542018	5.10928673616678	7.73914852377923e-06	0.000374214719405095	TRUE	down
Themis2	Nh	PR8_100_vs_Sham	1.51917031144111	6.38164373148333	0.00391916496958302	0.040547017025324	TRUE	up
Tiam1	Nh	PR8_100_vs_Sham	-2.14797941126785	9.48234458807551	1.02689550937868e-05	0.000483030387214805	TRUE	down
Tie1	Nh	PR8_100_vs_Sham	-1.20781596207903	9.47912245334818	6.49728883863454e-05	0.001947063687784	TRUE	down
Tifa	Nh	PR8_100_vs_Sham	2.06198889727469	6.84407312277819	0.000138063207418371	0.00341530391766774	TRUE	up
Timp1	Nh	PR8_100_vs_Sham	3.41839814928426	8.41583839484638	1.24217139395765e-10	5.73453146052129e-08	TRUE	up
Timp3	Nh	PR8_100_vs_Sham	1.41947354141188	11.6902497139789	1.01417193632114e-06	7.46986933098904e-05	TRUE	up
Tinag	Nh	PR8_100_vs_Sham	-1.0334078825826	5.12933466633401	0.000120062092880255	0.00305499808672254	TRUE	down
Tinagl1	Nh	PR8_100_vs_Sham	2.01524942236646	8.96822541184698	5.09235606520661e-07	4.31233644569481e-05	TRUE	up
Tiparp	Nh	PR8_100_vs_Sham	1.2532651832492	5.73125248134777	0.000407175989792278	0.00765787510766793	TRUE	up
Tlcd5	Nh	PR8_100_vs_Sham	-1.19520430963318	7.95756662411124	9.5381012761456e-05	0.0025863027327127	TRUE	down
Tldc2	Nh	PR8_100_vs_Sham	1.50483468870663	6.21109950088785	4.44707129938635e-05	0.00143210012367563	TRUE	up
Tle2	Nh	PR8_100_vs_Sham	-1.3938482032424	5.65877313496815	1.68681941160089e-05	0.00068348214386512	TRUE	down
Tle6	Nh	PR8_100_vs_Sham	-1.2694585088555	5.31044985915133	3.93371964111362e-05	0.00130620711319551	TRUE	down
Tlr13	Nh	PR8_100_vs_Sham	1.75398063521971	6.47683755835627	0.00257581188854301	0.0297874778006726	TRUE	up
Tlr3	Nh	PR8_100_vs_Sham	1.14941613326484	9.18246958146413	1.35543292965212e-05	0.000592724154073284	TRUE	up
Tlr7	Nh	PR8_100_vs_Sham	1.36554471947103	7.248669457679	0.00371263026992943	0.0391698401253925	TRUE	up
Tm7sf2	Nh	PR8_100_vs_Sham	-1.00419906730316	5.06811899684785	6.96481963147091e-06	0.000349441812544489	TRUE	down
Tmc7	Nh	PR8_100_vs_Sham	2.7013544529733	6.95029261781628	4.89401847955928e-07	4.21122396587883e-05	TRUE	up
Tmem106a	Nh	PR8_100_vs_Sham	1.28182946374443	6.47188358713137	0.0031992600422767	0.0349994237707714	TRUE	up
Tmem106c	Nh	PR8_100_vs_Sham	-1.70189451502072	7.19000924407485	1.2753993793109e-06	9.03219781675706e-05	TRUE	down
Tmem119	Nh	PR8_100_vs_Sham	-1.55230321612653	5.98151754877947	8.82110637038877e-06	0.000420183950768072	TRUE	down
Tmem132a	Nh	PR8_100_vs_Sham	1.26706120220676	8.09492274495716	9.14636874993181e-05	0.00250235268107109	TRUE	up
Tmem132c	Nh	PR8_100_vs_Sham	-1.14023766100057	5.67388079661198	0.00368067225221668	0.0388582845624855	TRUE	down
Tmem144	Nh	PR8_100_vs_Sham	-1.0171705434459	8.37056178565497	0.000210334826430156	0.00463054868915356	TRUE	down
Tmem205	Nh	PR8_100_vs_Sham	-1.01308181736502	8.68168055823352	0.00108986324788537	0.0159883238152203	TRUE	down
Tmem252	Nh	PR8_100_vs_Sham	1.0336304544276	7.57011470755047	0.00133470356391044	0.0182736788198345	TRUE	up
Tmem254	Nh	PR8_100_vs_Sham	-1.0594253053075	8.63018485116854	0.00079870569546459	0.0127196862247868	TRUE	down
Tmem97	Nh	PR8_100_vs_Sham	-1.12453803446999	6.80058029039148	0.000610594196864807	0.0104855795287781	TRUE	down
Tmem98	Nh	PR8_100_vs_Sham	-1.14028667920951	6.68436995037131	0.00473391433981071	0.0462370410080866	TRUE	down
Tmprss2	Nh	PR8_100_vs_Sham	-1.4249907433399	5.55382519490741	1.85880022457323e-05	0.000735951371136739	TRUE	down
Tmt1a	Nh	PR8_100_vs_Sham	-1.66997755745707	6.95535267925597	2.93680633135203e-05	0.00104448505286232	TRUE	down
Tmtc2	Nh	PR8_100_vs_Sham	-1.30223693655348	8.62302852528177	0.000264299178735675	0.00548487576194659	TRUE	down
Tnfaip3	Nh	PR8_100_vs_Sham	1.16478317738999	9.21867581171115	0.00125727057273524	0.0175284107287696	TRUE	up
Tnfrsf11a	Nh	PR8_100_vs_Sham	1.6182324107111	7.27458675810309	0.0031000512443909	0.0342181518389492	TRUE	up
Tnfrsf12a	Nh	PR8_100_vs_Sham	1.7864259474351	6.49006274932855	1.68379412138606e-05	0.00068348214386512	TRUE	up
Tnfrsf9	Nh	PR8_100_vs_Sham	1.23631174534445	5.64519267578544	0.000233785256804678	0.00500231689192362	TRUE	up
Tnik	Nh	PR8_100_vs_Sham	2.12275068510391	8.19771584444469	6.87107411993731e-07	5.41731730490624e-05	TRUE	up
Tns1	Nh	PR8_100_vs_Sham	1.07163340061915	6.18108717937698	0.00361684989509285	0.0382855043458737	TRUE	up
Tnxb	Nh	PR8_100_vs_Sham	-1.71728755270956	6.84356507768415	3.39079791160938e-05	0.00116577157822209	TRUE	down
Tor1aip1	Nh	PR8_100_vs_Sham	1.54369930011373	7.93348379351155	5.17418414190867e-06	0.000280721414207621	TRUE	up
Tor3a	Nh	PR8_100_vs_Sham	1.4998405192224	9.34010106912937	6.76986543688725e-07	5.39063165758111e-05	TRUE	up
Tox3	Nh	PR8_100_vs_Sham	-1.12664987293796	8.79937112721068	1.82136153457725e-05	0.000728404372177769	TRUE	down
Tpcn1	Nh	PR8_100_vs_Sham	-1.27895722745823	8.57755496304694	0.000424222572517232	0.00792261642139825	TRUE	down
Tpgs2	Nh	PR8_100_vs_Sham	-1.00778431408528	7.02822202275692	0.00071290188602502	0.0116547443164765	TRUE	down
Tpm3	Nh	PR8_100_vs_Sham	1.03650742799681	8.769609589759	0.00063692535784176	0.0107872913780501	TRUE	up
Tppp3	Nh	PR8_100_vs_Sham	-2.01299308890505	6.93943427942066	1.16944696109908e-05	0.000527239397532133	TRUE	down
Trafd1	Nh	PR8_100_vs_Sham	1.54488467629561	11.1976090482858	2.29596506588177e-06	0.000142429925889294	TRUE	up
Trem4	Nh	PR8_100_vs_Sham	2.02653177156397	7.08500240858565	4.93628689847247e-05	0.00156136900810379	TRUE	up
Trex1	Nh	PR8_100_vs_Sham	2.52060734738139	8.36018198918373	1.38265811517528e-08	2.76618039167254e-06	TRUE	up
Trf	Nh	PR8_100_vs_Sham	-1.40064831920439	6.75889138760033	9.56754064623676e-05	0.0025863027327127	TRUE	down
Trim30a	Nh	PR8_100_vs_Sham	1.73301849736061	11.9820112946389	2.24917482314373e-08	3.91283076569732e-06	TRUE	up
Trim30d	Nh	PR8_100_vs_Sham	1.84109816670537	6.32757359074895	1.50583199473468e-06	0.000102556770535015	TRUE	up
Trim34a	Nh	PR8_100_vs_Sham	1.95196209264669	7.63676927547199	7.90437428158047e-07	6.08218799887959e-05	TRUE	up
Trim34b	Nh	PR8_100_vs_Sham	1.4874353879004	9.1331414541191	3.38214865543011e-06	0.000196841051746032	TRUE	up
Trim56	Nh	PR8_100_vs_Sham	1.18425670876848	6.69918109534876	0.000459527257146412	0.00843432769567469	TRUE	up
Trim6	Nh	PR8_100_vs_Sham	2.11384453076057	6.55196390288388	4.43956406094283e-06	0.000248444834948916	TRUE	up
Trub1	Nh	PR8_100_vs_Sham	-1.43506616151409	9.31308414883488	1.6418985937237e-05	0.000674903283538233	TRUE	down
Tsc2	Nh	PR8_100_vs_Sham	-1.07531702202678	9.11058529006762	8.17008797411394e-05	0.00231437624824236	TRUE	down
Tspan17	Nh	PR8_100_vs_Sham	-1.00700346878037	8.72885715890778	0.000139148479596491	0.00342100063892755	TRUE	down
Tspan2	Nh	PR8_100_vs_Sham	-1.6686654465191	8.23971069815956	1.10249445772787e-05	0.000507745937128016	TRUE	down
Tspan4	Nh	PR8_100_vs_Sham	1.26602467463137	7.35569663042963	5.5578198118316e-05	0.00171723756927345	TRUE	up
Tspyl4	Nh	PR8_100_vs_Sham	-1.10884794122079	6.24209925739394	0.000547799602667916	0.00962407534654225	TRUE	down
Tst	Nh	PR8_100_vs_Sham	-1.1770258832513	6.19360383698873	0.00152081002433043	0.0202500536101568	TRUE	down
Ttc39c	Nh	PR8_100_vs_Sham	1.95822388661693	6.45946778758991	7.96278903578582e-05	0.00226769463554719	TRUE	up
Ttll7	Nh	PR8_100_vs_Sham	1.59279809502166	8.50161949201149	1.20921530253809e-05	0.000540002296960967	TRUE	up
Tuba1c	Nh	PR8_100_vs_Sham	1.03502231339946	7.53704425035308	0.00475506927395397	0.0463488938670117	TRUE	up
Tubb6	Nh	PR8_100_vs_Sham	1.43320690299724	7.04217135679711	4.79639532964771e-05	0.00153226162177668	TRUE	up
Uba7	Nh	PR8_100_vs_Sham	1.48584358534157	11.0617141584301	2.72499121865512e-07	2.62731834063706e-05	TRUE	up
Ube2l6	Nh	PR8_100_vs_Sham	2.8427014006581	7.75695156924452	4.88148381188633e-08	6.85334635168779e-06	TRUE	up
Uchl1	Nh	PR8_100_vs_Sham	1.12629321705261	6.31603689448808	0.00099917994981511	0.0150158451613059	TRUE	up
Ucp2	Nh	PR8_100_vs_Sham	1.07724227621879	5.44948275064346	0.000481866219069409	0.00871442806350948	TRUE	up
Ugt1a2	Nh	PR8_100_vs_Sham	-1.2791440006891	8.34600545279578	0.000843668349023265	0.0133033615035639	TRUE	down
Unc5c	Nh	PR8_100_vs_Sham	-1.48594648200973	6.1858692990623	0.000217740911563916	0.00472214537883532	TRUE	down
Upk1b	Nh	PR8_100_vs_Sham	-1.42489762439657	6.77104846371447	8.55070909037887e-05	0.00239255417817332	TRUE	down
Upp1	Nh	PR8_100_vs_Sham	1.06804871449365	9.3743737686616	7.27019853719244e-05	0.0021311268788968	TRUE	up
Uqcc6	Nh	PR8_100_vs_Sham	-1.00186259451542	9.65410727209903	0.0003892925854454	0.00738226046214884	TRUE	down
Ushbp1	Nh	PR8_100_vs_Sham	-1.07005910870433	9.77320637706905	0.00270932974267074	0.0309292600081635	TRUE	down
Usp18	Nh	PR8_100_vs_Sham	2.97752033307338	11.372508560268	7.10725575824124e-13	7.58344189404341e-10	TRUE	up
Usp25	Nh	PR8_100_vs_Sham	1.05562832140414	9.48286341569172	0.000195124868758563	0.00437391249927283	TRUE	up
Vcan	Nh	PR8_100_vs_Sham	2.40592511027408	6.60541426163341	6.23502479153188e-07	5.06556201971918e-05	TRUE	up
Vegfb	Nh	PR8_100_vs_Sham	-1.53879192460284	6.17495596962699	9.99079979113672e-06	0.000471689529962074	TRUE	down
Vegfd	Nh	PR8_100_vs_Sham	-1.30478587661116	6.54853794825594	0.000287722891793407	0.00585878483861767	TRUE	down
Vmn1r65	Nh	PR8_100_vs_Sham	1.57060323698052	10.705777958223	4.20500350883124e-05	0.00137884067923994	TRUE	up
Vmp1	Nh	PR8_100_vs_Sham	1.99146657566821	9.85280250411511	1.71076168611652e-06	0.000113143556968161	TRUE	up
Wars1	Nh	PR8_100_vs_Sham	1.40349523843425	10.6505921983489	6.39496528180054e-07	5.14328740377978e-05	TRUE	up
Wdfy1	Nh	PR8_100_vs_Sham	1.10041625066807	6.97378950199663	0.000634794555680127	0.0107740051576463	TRUE	up
Wfdc1	Nh	PR8_100_vs_Sham	-2.40007148503441	8.42350042588338	1.13853847624164e-06	8.20824698749888e-05	TRUE	down
Wfdc17	Nh	PR8_100_vs_Sham	2.10849220121655	7.88384882418536	0.000174173309278122	0.00400706761427424	TRUE	up
Wfdc2	Nh	PR8_100_vs_Sham	-2.14397590232357	10.7147602417025	1.73083655408928e-09	4.96309596807096e-07	TRUE	down
Wnt5a	Nh	PR8_100_vs_Sham	1.51540564853064	6.948755519608	0.000586229661735563	0.0102095818673315	TRUE	up
Wscd1	Nh	PR8_100_vs_Sham	-1.42169794396661	7.81713844056769	0.000119293904132687	0.00305312954521454	TRUE	down
Xaf1	Nh	PR8_100_vs_Sham	1.92973668064707	10.2459443595026	2.67760352101057e-09	6.92704032341178e-07	TRUE	up
Xdh	Nh	PR8_100_vs_Sham	1.56234345219424	10.4730228191497	6.67496629122443e-06	0.000339151858701736	TRUE	up
Ypel3	Nh	PR8_100_vs_Sham	-1.22192405422532	11.1248490539456	8.61537107234975e-07	6.47366262971633e-05	TRUE	down
Zbp1	Nh	PR8_100_vs_Sham	2.98005256805215	10.3973510057163	1.41039024163902e-13	2.50814397971472e-10	TRUE	up
Zc3hav1	Nh	PR8_100_vs_Sham	1.88083560416862	8.00431097068481	6.52059206437172e-08	8.52923897248538e-06	TRUE	up
Zcchc2	Nh	PR8_100_vs_Sham	1.47529940179242	5.67218785967129	3.54811758254601e-06	0.000205009465374184	TRUE	up
Zfhx2	Nh	PR8_100_vs_Sham	-1.06963709971929	8.4888599774086	0.000256979903377759	0.00536940385582381	TRUE	down
Zfp385b	Nh	PR8_100_vs_Sham	-2.09306352719623	6.46558802621432	5.2186736109886e-06	0.000281228522369941	TRUE	down
Zfp52	Nh	PR8_100_vs_Sham	1.20712399580904	6.29168355247162	0.000152496359177714	0.00362122289115624	TRUE	up
Zfp692	Nh	PR8_100_vs_Sham	-1.10601216377189	6.8111655172035	0.0010533113784102	0.0156802649193477	TRUE	down
Zfp704	Nh	PR8_100_vs_Sham	-1.0679055098641	8.09115080594286	0.000920049036605746	0.0141802731113967	TRUE	down
Zmat1	Nh	PR8_100_vs_Sham	-1.02872130415132	5.97706332471073	0.00017919376311345	0.00408546464192417	TRUE	down
Znfx1	Nh	PR8_100_vs_Sham	2.43561675493363	8.76425408890928	1.08486224442478e-09	3.27607928717332e-07	TRUE	up
Zup1	Nh	PR8_100_vs_Sham	1.05244010758019	6.38679654663897	0.00327981413952277	0.0356370843876863	TRUE	up
Acod1	Am	TX91_vs_Sham	3.21494544745643	9.9822502989347	2.50675556661954e-15	5.68475077483821e-12	TRUE	up
Bst2	Am	TX91_vs_Sham	1.79726063085879	9.04928347728236	2.20624943270652e-08	9.29237425538626e-06	TRUE	up
Calhm6	Am	TX91_vs_Sham	1.74109758411216	9.01824928007701	8.63352416937634e-07	0.000260716140246922	TRUE	up
Cd74	Am	TX91_vs_Sham	-1.12044778460951	10.2353751741102	0.0001531954025795	0.0263644346052139	TRUE	down
Cfb	Am	TX91_vs_Sham	1.13936907067103	10.6910673787737	1.70280985755105e-07	5.92466777610967e-05	TRUE	up
Ch25h	Am	TX91_vs_Sham	1.55349182317751	10.9976016832238	1.94073220202951e-07	6.60881253052816e-05	TRUE	up
Cmpk2	Am	TX91_vs_Sham	3.91637406799462	9.20453673701882	1.59876524041032e-15	5.11764753455345e-12	TRUE	up
Coxfa4l3	Am	TX91_vs_Sham	2.3932589442566	9.4120014245342	1.31531641877834e-07	4.78446347330622e-05	TRUE	up
Cxcl1	Am	TX91_vs_Sham	1.2305645233602	9.72380682832614	0.000122579709186037	0.0213248722339405	TRUE	up
Cxcl10	Am	TX91_vs_Sham	5.20379991810889	10.2705303842389	6.37831984137154e-18	1.02085009061152e-13	TRUE	up
Cxcl9	Am	TX91_vs_Sham	3.40209456016699	9.50738032954442	6.26786755191266e-10	3.58275786315579e-07	TRUE	up
Dck	Am	TX91_vs_Sham	1.53217237242708	9.35547005695508	8.38546661325416e-05	0.0154263670281762	TRUE	up
Dhx58	Am	TX91_vs_Sham	1.26729754234165	9.43132278295753	2.45344571842483e-06	0.000643727847924416	TRUE	up
Eif2ak2	Am	TX91_vs_Sham	1.21964713972684	10.3897800827215	5.90301348055999e-06	0.00147621454306817	TRUE	up
Endov	Am	TX91_vs_Sham	1.10791768114927	5.119992046223	6.29108974349448e-05	0.0118457519228975	TRUE	up
Epsti1	Am	TX91_vs_Sham	1.53785416191562	9.18617597479023	7.3591267457504e-06	0.00178458823584447	TRUE	up
Fgl2	Am	TX91_vs_Sham	1.49377140484307	8.81802353620692	9.37622743637672e-05	0.0168614067549673	TRUE	up
Gbp10	Am	TX91_vs_Sham	1.59854992755499	7.38651631260641	3.4295963360756e-05	0.00712866095569999	TRUE	up
Gbp2	Am	TX91_vs_Sham	1.85888071981135	10.6479321730665	1.20365072477422e-08	5.50412281428897e-06	TRUE	up
Gbp3	Am	TX91_vs_Sham	2.49321330894572	9.94038578739622	7.50259487655077e-11	5.00329295829979e-08	TRUE	up
Gbp5	Am	TX91_vs_Sham	2.45473296353765	8.98224831506371	1.56031075976924e-08	6.93688158614074e-06	TRUE	up
Gbp9	Am	TX91_vs_Sham	1.19270877762224	7.1487192576173	4.27103373792389e-05	0.00854473687193398	TRUE	up
Gdap10	Am	TX91_vs_Sham	1.05219364496479	9.57873548948865	0.000119107904808748	0.0209485935875165	TRUE	up
Gvin-ps2	Am	TX91_vs_Sham	1.68517053226071	9.05427635380675	3.35127672430626e-07	0.000103148430716388	TRUE	up
H2-T24	Am	TX91_vs_Sham	2.15678276899577	8.58441281849179	2.58466357394555e-07	8.25374762405613e-05	TRUE	up
Helz2	Am	TX91_vs_Sham	1.77213459578072	9.32880820119321	5.57319797145548e-08	2.22997583832862e-05	TRUE	up
Ifi203	Am	TX91_vs_Sham	2.14861341805025	9.96742546242769	6.47352143827673e-11	4.50472654867909e-08	TRUE	up
Ifi204	Am	TX91_vs_Sham	1.81989247983273	10.7533728907153	1.28954489626584e-07	4.78446347330622e-05	TRUE	up
Ifi205	Am	TX91_vs_Sham	2.34303794310812	10.3921720533577	1.57988407791483e-13	1.94508035900206e-10	TRUE	up
Ifi208	Am	TX91_vs_Sham	2.47349594907736	9.60953170536425	9.24996455505802e-09	4.35428478540305e-06	TRUE	up
Ifi209	Am	TX91_vs_Sham	1.50099033756201	7.68824193843847	6.15497686061954e-05	0.0117274291255019	TRUE	up
Ifi27l2a	Am	TX91_vs_Sham	2.88589376454665	10.3320434048543	3.78613334440486e-12	3.78731651107499e-09	TRUE	up
Ifi47	Am	TX91_vs_Sham	2.51694900658073	10.1638329205882	6.05047490028874e-12	5.37988059884008e-09	TRUE	up
Ifit1	Am	TX91_vs_Sham	2.27991182603935	7.10033803166045	3.30696895175939e-06	0.000853678033434018	TRUE	up
Ifit1bl1	Am	TX91_vs_Sham	2.62861795513714	8.314285769445	1.85901418785598e-09	9.3081182067852e-07	TRUE	up
Ifit2	Am	TX91_vs_Sham	4.66634552517254	9.82547499314042	3.72681619384661e-17	2.98238465912575e-13	TRUE	up
Ifit3	Am	TX91_vs_Sham	3.77887926011697	11.3269432626156	2.13750688826723e-15	5.68475077483821e-12	TRUE	up
Ifitm1	Am	TX91_vs_Sham	2.25405630570373	11.1380373768301	5.62616957461502e-10	3.33506829784124e-07	TRUE	up
Ifitm2	Am	TX91_vs_Sham	1.17659369612891	10.7132760774281	6.02858361623342e-06	0.00148442278119717	TRUE	up
Ifitm3	Am	TX91_vs_Sham	3.36632866960927	10.870725081461	3.11581211514099e-14	5.45903099694954e-11	TRUE	up
Igtp	Am	TX91_vs_Sham	1.51630530905698	10.0311366835985	6.28133168625999e-08	2.4520174058193e-05	TRUE	up
Iigp1	Am	TX91_vs_Sham	1.71920262005267	7.80456810590648	1.39702396735314e-06	0.000392269624517317	TRUE	up
Irf1	Am	TX91_vs_Sham	1.31359609693599	10.9964409591035	2.63006016136747e-07	8.25374762405613e-05	TRUE	up
Irf7	Am	TX91_vs_Sham	3.20973161902129	8.85508019293927	3.12233717210265e-11	2.27150029270468e-08	TRUE	up
Irf9	Am	TX91_vs_Sham	1.40530302928558	9.77010418144551	1.86104206571151e-09	9.3081182067852e-07	TRUE	up
Irgm2	Am	TX91_vs_Sham	1.80782408026379	9.69442295555618	7.18478175767655e-08	2.73791504837174e-05	TRUE	up
Isg15	Am	TX91_vs_Sham	3.48143462270868	9.51289335315023	8.14311256511324e-14	1.18482287822398e-10	TRUE	up
Isg20	Am	TX91_vs_Sham	2.16499227852092	8.63446436238093	1.70251854683198e-07	5.92466777610967e-05	TRUE	up
Lgals3bp	Am	TX91_vs_Sham	1.08748733728663	10.8413281386579	1.7866791033799e-06	0.000493031018096472	TRUE	up
Ly6f	Am	TX91_vs_Sham	1.83556575567544	8.22174658665342	1.80855638309421e-05	0.00413513498734612	TRUE	up
Mlkl	Am	TX91_vs_Sham	1.66527912220172	8.94909763556221	1.24747154980217e-06	0.000356531824188996	TRUE	up
Mndal	Am	TX91_vs_Sham	1.30580314745305	8.84013518628356	4.61861808379045e-05	0.00901475395500807	TRUE	up
Ms4a4c	Am	TX91_vs_Sham	2.33018500155406	8.8653197514318	2.43318378794869e-07	7.94757276043242e-05	TRUE	up
Ms4a6b	Am	TX91_vs_Sham	1.59973898241299	7.44533254166607	8.86692184845061e-05	0.0161267141118695	TRUE	up
Ms4a6c	Am	TX91_vs_Sham	1.55251003513842	8.81737667303589	7.62421862788227e-06	0.00182127789760083	TRUE	up
Mx1	Am	TX91_vs_Sham	2.01175779132003	7.53207904945245	3.31175256699094e-08	1.35909230345359e-05	TRUE	up
Mx2	Am	TX91_vs_Sham	2.28587389380082	8.00716884540484	8.88922943914332e-09	4.31127627798451e-06	TRUE	up
Nlrc5	Am	TX91_vs_Sham	1.69498446318387	10.5456420747546	1.16063846912516e-09	6.40552368908555e-07	TRUE	up
Oas1b	Am	TX91_vs_Sham	1.56834235615991	8.7297231523257	2.11113585936835e-06	0.000572690329308313	TRUE	up
Oas1g	Am	TX91_vs_Sham	2.12249375641346	9.64533955474267	7.45729334950114e-12	6.28178842414556e-09	TRUE	up
Oas2	Am	TX91_vs_Sham	3.0646494635184	8.44027666789512	1.95008823479084e-12	2.08074414652182e-09	TRUE	up
Oas3	Am	TX91_vs_Sham	4.72355496345457	9.507336251464	3.88300083936368e-13	4.43910203100112e-10	TRUE	up
Oasl1	Am	TX91_vs_Sham	4.14591755291599	9.31042117867886	3.41082848919059e-14	5.45903099694954e-11	TRUE	up
Oasl2	Am	TX91_vs_Sham	4.60089482778084	9.8746497519317	2.32786948315201e-16	9.31438776946196e-13	TRUE	up
Parp12	Am	TX91_vs_Sham	1.1413788658032	11.2848812530255	0.000205381879079328	0.0342410101527568	TRUE	up
Parp14	Am	TX91_vs_Sham	1.22443140333453	10.7383466320609	2.27107331443188e-07	7.57261008280881e-05	TRUE	up
Phf11a	Am	TX91_vs_Sham	3.35905676139913	8.93655549841728	5.87838237064615e-12	5.37988059884008e-09	TRUE	up
Phf11d	Am	TX91_vs_Sham	3.46682197344792	10.3894142785745	9.38555715802555e-14	1.25179868595166e-10	TRUE	up
Rigi	Am	TX91_vs_Sham	1.25486562049934	8.09306462274831	2.36106195574453e-06	0.000629813276694854	TRUE	up
Rsad2	Am	TX91_vs_Sham	5.37160073389884	11.1297455979217	2.84148742259954e-15	5.68475077483821e-12	TRUE	up
Rtp4	Am	TX91_vs_Sham	2.54271032138833	8.13656598744848	1.79769406116803e-10	1.15088373795977e-07	TRUE	up
Serpina3g	Am	TX91_vs_Sham	3.16208087393797	9.68110824263917	1.94555153014746e-08	8.41582492973245e-06	TRUE	up
Slfn1	Am	TX91_vs_Sham	3.04095601060198	8.55110913441441	2.98630178185862e-11	2.27150029270468e-08	TRUE	up
Slfn4	Am	TX91_vs_Sham	3.2105776483064	11.7511736496185	4.87816253846221e-10	3.00288428569568e-07	TRUE	up
Slfn5	Am	TX91_vs_Sham	1.30347379787963	6.8097122196529	0.00020978309940645	0.0346142114020643	TRUE	up
Socs3	Am	TX91_vs_Sham	2.07336184057213	9.66862141034253	1.73958854548585e-09	9.280704890167e-07	TRUE	up
Sp100	Am	TX91_vs_Sham	1.33387857970105	7.98026214258675	1.6286753681083e-05	0.003777818734286	TRUE	up
Sqle	Am	TX91_vs_Sham	1.07139780045729	9.1645669314699	4.44276017375715e-06	0.00112867264414259	TRUE	up
Tor3a	Am	TX91_vs_Sham	1.03263286528907	9.33089562038366	4.53142787222059e-05	0.00895376581418401	TRUE	up
Trem4	Am	TX91_vs_Sham	1.86203114981258	7.62792812724075	1.87310803878433e-05	0.00416481437632989	TRUE	up
Trim30b	Am	TX91_vs_Sham	1.250470167876	6.62845914458428	6.10404589686379e-05	0.0117274291255019	TRUE	up
Usp18	Am	TX91_vs_Sham	4.67724169990897	9.81032386734603	2.10575074345799e-16	9.31438776946196e-13	TRUE	up
Vmn1r65	Am	TX91_vs_Sham	1.61642168869382	8.2832884822306	2.36456209062021e-05	0.00518422140553102	TRUE	up
Wfdc17	Am	TX91_vs_Sham	1.55202656435447	10.1864259475973	9.22690142675979e-07	0.000273475106176464	TRUE	up
Xaf1	Am	TX91_vs_Sham	2.65000210419776	9.08583175630082	2.30015280654821e-11	1.8406972834402e-08	TRUE	up
Zbp1	Am	TX91_vs_Sham	1.21389960930181	10.0535742779314	1.17647634004581e-06	0.000342354614953331	TRUE	up
Znfx1	Am	TX91_vs_Sham	1.24657201415699	8.89256460845759	1.87358097529367e-05	0.00416481437632989	TRUE	up
1500011B03Rik	Am	PR8_0p6_vs_Sham	1.75616664279143	8.19386566971268	2.16390180052583e-08	2.81571124531836e-06	TRUE	up
2610524H06Rik	Am	PR8_0p6_vs_Sham	1.84326435330337	7.71525283363827	1.50674134769511e-08	2.04367756524239e-06	TRUE	up
4933412E12Rik	Am	PR8_0p6_vs_Sham	2.38889451609195	8.32542152540493	1.03627695776889e-09	1.84284585656568e-07	TRUE	up
9930111J21Rik2	Am	PR8_0p6_vs_Sham	1.81233189048916	7.03344037524657	1.15073414455538e-06	0.000100642076413163	TRUE	up
AB124611	Am	PR8_0p6_vs_Sham	1.81113830502043	6.54203867705625	1.18656903335363e-06	0.000102654256101756	TRUE	up
Abcb6	Am	PR8_0p6_vs_Sham	-1.19168541100501	5.52768277088941	0.000706657323350542	0.0197039206624136	TRUE	down
Acad10	Am	PR8_0p6_vs_Sham	-1.14984613711303	5.34003713957634	2.91563703573837e-05	0.00167257242856605	TRUE	down
Acap1	Am	PR8_0p6_vs_Sham	-1.07232445881569	6.48915041824127	0.000414633000539923	0.0137111594496725	TRUE	down
