"gene_symbol","trend_slope","trend_FDR","log2FC_100LD50_vs_TX91","FDR_100LD50_vs_TX91","log2FC_TX91_vs_Sham","FDR_TX91_vs_Sham","meanExpr_TX91","pass_step5","notes"
"Pank1",-0.681676489867069,0.000987850885016421,-2.0058364350324,0.000403665541668204,-0.429228245240868,0.658176932484408,7.00060388951018,TRUE,""
"Satb2",-0.680770171385389,0.00164578193611075,-2.10293615562307,0.000185582325392836,-0.332801900341751,0.740959336407353,8.20819309889985,TRUE,""
"Prkag2",-0.679290219627198,0.000424431759963276,-2.05273712725957,6.85671299003988e-05,-0.818424492390378,0.15251140714944,8.58228140665373,TRUE,""
"Hspa1a",-0.672669865407924,0.000205349976720798,-2.08470392215295,0.00192930083948787,0.353536919050814,0.799980179102407,11.2209398013822,TRUE,""
"Arrb1",-0.665918430641938,0.000561067393367804,-2.10684803127145,2.63566180281227e-05,-0.403155429341071,0.57337455696095,8.91639725560585,TRUE,""
"Peg13",-0.659124339698408,0.00405237340850396,-2.07781210258348,0.000960020029259196,-0.70259823284481,0.443986624393964,7.04479713941871,TRUE,""
"Rabgap1l",-0.656174878870262,0.0023504384688833,-1.96055939999829,0.000322127001417731,-0.934110268745158,0.137746808878799,7.89852313284356,TRUE,""
"Fhip1b",-0.650439932332114,0.00425535162649211,-2.13761636347959,0.000363890868508789,-0.469683835815445,0.639275706209235,8.97579170283014,TRUE,""
"Mid1ip1",-0.642215250596416,0.000255948593080342,-1.93040043189335,6.59545770518159e-05,-0.175369126851475,0.853311101196198,10.1528340848427,TRUE,""
"Mdm1",-0.632635807905281,0.0049461093575777,-2.04511452151522,0.000587453254292551,-1.13881151439466,0.0893294127724808,7.98102711594499,TRUE,""
"Klf2",-0.632456749924555,0.00084174075399392,-2.10175987880228,1.60256828849003e-05,-0.386973803507717,0.572163376383766,9.17819046060542,TRUE,""
"Celsr3",-0.631176656800789,0.00697681693706594,-2.23149152618734,9.50782828651146e-05,0.082284409953683,0.952667347313654,10.0298229129647,TRUE,""
"Idh1",-0.627100974911826,0.00142851754025641,-1.99714777151877,0.000222325634875239,-0.0122767837558735,0.996639050858477,7.4171292647983,TRUE,""
"Prkar2b",-0.62487095387351,0.000818999736234325,-1.9205842695777,0.000181202368363691,-0.740332637200549,0.231343396368383,9.24082255548072,TRUE,""
"Mbp",-0.623304439624128,0.000103963999783421,-1.90124329181777,4.38383677634201e-06,-0.603209349407873,0.145398460287293,10.7673251885982,TRUE,""
"Insr",-0.623022452525613,0.000109194359806066,-1.95208331529181,3.29345735416106e-06,-0.467512667465572,0.310981241273163,9.82986688485965,TRUE,""
"Bmx",-0.621281917393245,0.00896605572537987,-1.90055805201109,0.00336911244427469,-0.152695121875496,0.926768378200041,8.40526308426078,TRUE,""
"Pigb",-0.6202109998334,0.00126371709129316,-2.00627456746793,0.000106753463964756,-0.643227489032355,0.322757535737506,10.1101692024942,TRUE,""
"Dgkg",-0.614760752536511,0.0155722076064699,-2.21145949278763,0.000289920656811427,-0.36720705408587,0.740435850553054,8.1187853549214,TRUE,""
"Upb1",-0.614623256178196,0.00669648802887491,-1.99563466092905,0.000270817900519295,-0.386521183409124,0.680723828412555,6.96468805331103,TRUE,""
"Pi16",-0.606455266519131,0.0168617187260849,-2.13852598143143,0.000758738797379254,-0.208930850013259,0.883452331618908,10.0671278875273,TRUE,""
"Sgsh",-0.600911574301011,0.00493683409329704,-1.70235900857367,0.00401630763712279,-0.391937980256213,0.727319963104555,7.18269547490997,TRUE,""
"Dennd2c",-0.597312972933869,0.00284320873219154,-1.71703488291044,0.00273135702466877,-0.206372675346518,0.872729636789955,7.08577510342586,TRUE,""
"Klhl42",-0.585000030183481,0.000796859318308471,-1.72800144331707,0.000434686471027258,-0.77325895823246,0.19474026931115,6.83359314648602,TRUE,""
"Cfh",-0.581379563527868,0.0164150701033994,-2.04908192472331,0.000590781432241741,0.0679788287167913,0.968647954727879,8.39583926642706,TRUE,""
"9130008F23Rik",-0.580819647274355,0.00328448195063542,-1.90064304936636,0.000857735894611314,-0.921882685346757,0.187677546255297,6.61237235182495,TRUE,""
"Ahr",-0.577521452677035,0.007722937189328,-1.97303137026941,0.00012908520156019,-0.492079152493394,0.507079277833022,8.95518318706614,TRUE,""
"S1pr5",-0.576815318174816,0.00272478334611769,-1.85060646149674,0.000223532983771173,-0.274160970234558,0.767450777428116,10.1259855068225,TRUE,""
"Klrb1f",-0.57190418325573,0.018141426617148,-1.8377217934835,0.00667821094090647,0.97810948446558,0.28493824914149,7.73453407364605,TRUE,""
"Frat2",-0.569388301543285,0.00299740643219095,-1.6378590938932,0.00188676373360665,-1.07286721005512,0.0744351763667923,8.3939760039081,TRUE,""
"Ralgps2",-0.566122187936917,0.00314734883942079,-1.91282022406687,0.000159717564422846,-0.892760200037509,0.110489106167181,6.83323215418755,TRUE,""
"Gapt",-0.565709149423875,0.00283615178084722,-1.87620080169701,0.000191704556129764,-0.325571941156781,0.710982778813567,8.20842830150804,TRUE,""
"Pdlim1",-0.561703305203671,0.00199635441644306,-1.90473824085245,5.84579031531374e-05,0.0195958420390916,0.989337264442322,11.0532058749956,TRUE,""
"Ndufaf7",-0.561689791344742,0.00407129173961929,-1.80280566927906,0.000791088342020829,0.0135404598188824,0.996338781300125,7.85096764947066,TRUE,""
"Arhgef18",-0.560093524550588,0.000527904182686697,-1.79954087356745,2.21508858194418e-05,-0.389770506073372,0.490291355384495,10.6749385399901,TRUE,""
"Trf",-0.559763297154872,0.0175368171497741,-1.94372527450421,0.000826641434292619,-0.762476579841325,0.33201432413253,8.35840271976591,TRUE,""
"Dock1",-0.547691730668721,0.0018385712040414,-1.7164187311641,0.000341526308274631,-0.39731448145835,0.606787145712512,8.60881408996362,TRUE,""
"Tppp",-0.545112274659563,0.00192095153825441,-1.54052021094204,0.00110634196386497,-1.01657286757765,0.0516328883333814,6.63417635088814,TRUE,""
"Nat8l",-0.542259337027443,0.00917950204158656,-1.56652983379161,0.00455486325962489,-0.917407412516225,0.188293914704217,7.06618547772477,TRUE,""
"Hspa1b",-0.541101014184956,0.000205351828855178,-1.71411246159028,0.00480766433913475,0.212495310340882,0.879280437720555,12.5138432316095,TRUE,""
"Bri3bp",-0.539124289742718,0.0010770907029793,-1.56112572302813,0.000388989099456081,-0.747098401330076,0.149875792503721,9.58522736141411,TRUE,""
"Ccpg1",-0.535856953083017,0.000229369022014713,-1.64243979700952,2.70467027173533e-05,-0.557468505311787,0.196567454013397,10.6723542191133,TRUE,""
"Skint3",-0.535127133460025,0.00240913181696125,-1.65359279979502,0.000405427776897667,-0.765765039236125,0.168667956810955,7.84359462100209,TRUE,""
"Btla",-0.533917339674537,0.00482940869184734,-1.67577778635543,0.000473637973740012,-0.242294585210287,0.802218152445081,9.08695230864152,TRUE,""
"P2ry1",-0.532848552018661,0.0057864334329103,-1.77593688832473,0.000106990683576844,-0.491245986838429,0.427318727927751,10.5419148964522,TRUE,""
"Slc9a9",-0.531351591066384,0.00371797691389189,-1.69884588598358,0.00147919658752277,-0.693799365839394,0.345306812670817,6.47384122408587,TRUE,""
"Hgsnat",-0.525600181698066,0.000733050022889811,-1.67232528063492,2.35409077852961e-05,-0.076866252171877,0.931194491913315,10.6029910728264,TRUE,""
"Ugt1a10",-0.525144736120737,0.0166766284690484,-1.78255944181363,0.00191146336061643,0.66938502164411,0.42564704632101,6.90527568897065,TRUE,""
"Cisd1",-0.524744940033494,0.00374423415196928,-1.55143329044693,0.00225910104084428,0.0200117697749009,0.991442229732687,7.22089879651646,TRUE,""
"Tiam2",-0.521471214215281,0.0167282709305506,-1.77106076466553,0.00203296127718388,-0.608806587327825,0.487108912617156,9.38324590219487,TRUE,""
"Nr4a2",-0.521316754399174,0.00289976400714498,-1.69550922545803,0.000438695209076502,-0.866313173078425,0.119035614998254,7.28668694669701,TRUE,""
"Hdac10",-0.515223273414587,0.00965425183514545,-1.80782552794742,0.000205380319879711,-0.024448235945461,0.987879351615188,6.57938487974641,TRUE,""
"Aph1b",-0.514198931473905,0.00580808193761917,-1.74033902299363,0.000194451869486967,-0.696035910443421,0.211761876559839,6.84549884795407,TRUE,""
"Gramd4",-0.513970815822386,0.000284148403931049,-1.51397176019213,0.000123883662867399,-0.215538334706714,0.76070692153328,10.7557022713707,TRUE,""
"Ramp1",-0.512268840059709,0.0112604086990497,-1.58198797266275,0.00228296504897706,-0.364396878630652,0.704169278983356,7.57055336959078,TRUE,""
"Tmc6",-0.511819253895303,0.0087831921311561,-1.75439969885432,0.000349511739278942,-0.110307839391611,0.926557006727701,8.8816129460465,TRUE,""
"Mctp1",-0.510659289240636,0.0204892812513501,-1.68097172607155,0.00276935078292374,-0.0986786092231862,0.946118932831166,7.82067149663961,TRUE,""
"Etfbkmt",-0.51050820886278,0.00951537183717534,-1.38867228886557,0.00795341621982911,-0.441272016544249,0.631100814951449,6.70401399560971,TRUE,""
"Sun1",-0.510489854573906,0.00101554815145112,-1.48921433463194,0.000128345657877771,-0.267710829013392,0.680723828412555,9.15933344776514,TRUE,""
"Frat1",-0.507916726317027,0.0094183697577121,-1.55154685478179,0.0038568399030052,-0.74945039440516,0.303600979279368,7.2421120482869,TRUE,""
"Auh",-0.507343084778615,0.00289976400714498,-1.71239141085859,0.000113235145158891,0.0806958533194511,0.940124062616108,8.62791192613614,TRUE,""
"Svip",-0.505375875216601,0.00198841327714037,-1.52513424955621,0.000533747155936745,-0.488889953114075,0.439020375032872,8.16216886192446,TRUE,""
"Ip6k3",-0.503527584831134,0.00043306932247612,-1.38871690903329,6.42302073364638e-05,-0.330413575289102,0.49244788795422,9.2955814359849,TRUE,""
"Grk5",-0.501357507798246,0.0126054105012816,-1.67522173210929,0.00365093950414363,-0.59741730820297,0.507533749792437,6.63325441632201,TRUE,""
"Cd209a",-0.494030772482081,0.00238060227805547,-1.69259707964442,0.000106753463964756,-0.321211866658656,0.649945691501702,6.2247206263041,TRUE,""
"Rnase2b",-0.493676533381089,0.00669648802887491,-1.63619050489226,0.000475830803156445,0.176382561948055,0.858848060037391,6.31406679358066,TRUE,""
"Ypel2",-0.493621116233423,0.00384050485233132,-1.43414440553423,0.00331901710471417,-0.539799874668783,0.463928968758826,7.35930899858079,TRUE,""
"1700025G04Rik",-0.493042772403782,0.00631916167133013,-1.45872436456189,0.00545334765984664,-0.45935241858508,0.60737104845657,6.58219122663927,TRUE,""
"Ugt1a7c",-0.492400998527897,0.00188001879781617,-1.59841253107685,0.00013843853286425,0.354437412582117,0.581140612699095,9.23054154836393,TRUE,""
"Prkab2",-0.492306964211937,0.0125515863874156,-1.51715402421587,0.00491324412905975,-0.596586192685021,0.467589995236031,7.66829675377409,TRUE,""
"Mfsd6",-0.491071155385354,0.00101554815145112,-1.56066689143091,8.00611244486157e-05,-0.314139241698163,0.604344427355158,9.94493346156511,TRUE,""
"Fkbp4",-0.490594316190962,0.000708336420920145,-1.66045832521137,4.68516899844022e-06,0.0869588734406364,0.900191738987271,10.3224366066739,TRUE,""
"Ldlrad3",-0.490144215500887,0.00147510787706703,-1.42136364925549,0.00084968813135348,-0.47707423496535,0.440308633042798,11.2081311330432,TRUE,""
"Elovl6",-0.487147071946784,0.00628127025346147,-1.695730511103,0.000440422864349579,-0.0710332535650977,0.95477484563995,6.53154703675386,TRUE,""
"Mgst1",-0.486298066492453,0.0143451628175706,-1.71470475518512,0.000579826499508412,-0.128157367704103,0.912815039671206,10.3189523610054,TRUE,""
"Ampd3",-0.485023610225973,0.00162990609559663,-1.63709189531336,4.98167253614214e-05,-0.0361440749442625,0.973540465543062,10.867386647959,TRUE,""
"Focad",-0.484952467033025,0.00249304637279799,-1.59371728879643,0.000256585708751743,-0.174515718708619,0.847085563149317,9.23695611948984,TRUE,""
"Lrrk2",-0.484800307074103,0.00418993162911506,-1.57841108744333,0.000384204620331437,0.0394834517646441,0.976518060312887,8.39394089330092,TRUE,""
"Arhgef6",-0.483086164228773,0.000424431759963276,-1.47818360151985,4.98167253614214e-05,-0.545258396325927,0.179540597834289,8.50414368432511,TRUE,""
"Thbd",-0.475969013109285,0.000205351828855178,-1.47674237587262,1.98411561785595e-05,-0.570498176493485,0.106873314545185,11.0363958512855,TRUE,""
"Rab36",-0.474928044355842,0.00110674751004702,-1.47576716082697,0.000585611703639996,-0.579535935713262,0.301575100358179,6.24600326436849,TRUE,""
"Stard4",-0.472088217419869,0.0200441256399841,-1.72473744582896,3.18377364748002e-05,-0.405762756752992,0.458895102115212,8.68487180013177,TRUE,""
"Nhsl2",-0.471661490740162,0.00524653307440384,-1.69763549148053,1.98411561785595e-05,-0.110360350865266,0.889207051050126,10.501000190492,TRUE,""
"Stxbp6",-0.470736187640966,0.00291872093262003,-1.55232723800342,6.71062759493844e-05,-0.580828861682489,0.186726784194784,8.45941516677233,TRUE,""
"Camkk2",-0.470298482599538,0.000255948593080342,-1.49268147262666,1.02731700626468e-05,-0.494369856998166,0.16477440814826,9.39660519427514,TRUE,""
"Smim5",-0.468731466947314,0.0110540966259064,-1.5156479261188,0.000858848220881935,-0.163028336175266,0.868566435694754,6.46081221216346,TRUE,""
"Pgm2l1",-0.468709184699562,0.0131110006728721,-1.54443903197326,0.00125972153698814,-0.522278762354171,0.46272864303505,6.55710974388774,TRUE,""
"Lmf1",-0.467417673154866,0.0249272048326366,-1.50242752096049,0.0108997355908378,-0.174497957578379,0.900204204630301,7.37224945798392,TRUE,""
"Entpd5",-0.466528417350656,0.00506895320423399,-1.24026534262659,0.00782251125823487,-0.447206688774653,0.557602642910096,6.47057346888572,TRUE,""
"Scgb1a1",-0.466289697826696,0.00917950204158656,-1.2673449460673,0.0268302665431916,-0.314587327734129,0.791531747088769,10.3091002029855,TRUE,""
"Vps13c",-0.46411891328998,0.00068236767023351,-1.46153794802475,0.000102429068732087,-0.266718317394556,0.665013322930674,8.46036785285204,TRUE,""
"Ptgr3",-0.461687691192733,0.0119540165984296,-1.5272591762539,0.00272779636727974,-0.509719668033205,0.524707214496165,7.206911992186,TRUE,""
"AI467606",-0.461669657687666,0.001493042272826,-1.40998251982169,0.000114071049994691,-0.238414719341819,0.70208845644788,9.37469249506623,TRUE,""
"Asph",-0.461233222377275,0.0132742057371802,-1.43894904614325,0.0071894511234899,-0.216662821616254,0.854387635372054,6.55956260971306,TRUE,""
"Ccno",-0.459691808862,0.0313350828940161,-1.58417745527407,0.00544608577027399,0.503135812406366,0.604521367468353,6.45198677967745,TRUE,""
"Ceacam1",-0.459446399936969,0.00284320873219154,-1.49043576685509,0.00054509837812785,-0.18037749563271,0.843100457059498,10.9917759686478,TRUE,""
"Tmcc1",-0.45833331292995,0.000815548370543358,-1.47173758685072,3.8447507794149e-05,-0.31999987906198,0.519156405945242,10.0958058092906,TRUE,""
"Tfb1m",-0.458221727844951,0.0233143617066036,-1.51824089495024,0.00592487705634253,-0.484983609089367,0.605617721823503,6.73881201314566,TRUE,""
"Arhgap21",-0.458109059002716,0.00625210942030575,-1.50732006625141,0.000455712374943537,-0.872252740443093,0.0640530182698743,8.09660225316611,TRUE,""
"Eeig2",-0.457903807641606,0.000214230940521709,-1.34516544629831,0.000326245400582414,-0.588452320772671,0.1881754511298,9.91429713378537,TRUE,""
"Serpinb10",-0.456538008606922,0.00714524094972971,-1.58206812719502,0.00032297786675397,-0.784105420558202,0.117409298385651,10.4634899198416,TRUE,""
"Nup210",-0.455930734261697,0.00870086281203862,-1.60793361540604,0.000256585708751743,-0.0838681821321536,0.938478609288415,9.91712121126088,TRUE,""
"Pabpc1l",-0.454777275535986,0.0331815081924425,-1.42996266098105,0.0228048717039902,-0.279492687406725,0.839455073450031,6.8072610064611,TRUE,""
"Vnn3",-0.452621740586434,0.00926490363476354,-1.54284816076706,0.000602053619253997,-0.125739158688182,0.902631993476778,7.98286097698133,TRUE,""
"Haao",-0.451777573717991,0.00989591163406689,-1.3798112144693,0.00104892045518063,-0.210004747064776,0.81135337056883,8.21237878625404,TRUE,""
"Enkur",-0.448902739255878,0.0589785416433094,-1.61106145820955,0.0080700020920075,-0.529485393814468,0.61379084351474,6.65402028899324,TRUE,""
"Nxpe4",-0.444579072751092,0.00381527354856937,-1.27360807204846,0.00217461689609272,-0.421803323478246,0.516498494985287,11.6902671998497,TRUE,""
"Gadd45a",-0.442735777095423,0.00468866492874918,-1.45536694763983,0.00109725972870853,0.687634264089116,0.220874240557721,9.48291581939817,TRUE,""
"Kctd12b",-0.442353339774412,0.0160193669968491,-1.45843570779143,0.000463062779907415,-0.794807763788557,0.088935533093781,6.23800372543938,TRUE,""
"Klhl17",-0.442145375818501,0.0152854791898076,-1.44124134787533,0.00187366303733553,-0.214247248756507,0.830725376997221,8.05670685144369,TRUE,""
"Crem",-0.44202065838067,0.0370565488131763,-1.47073453715111,0.00239137460237665,0.757761229154609,0.220669103768132,8.23023258979753,TRUE,""
"Pglyrp1",-0.441691423855717,0.0691876556245452,-1.39634217794191,0.0292427425985608,-0.501625086407905,0.665261682060211,8.54621872659896,TRUE,""
"Dipk1a",-0.44091314280478,0.00107371125178224,-1.4391300128624,3.6494404896629e-05,-0.399566675295741,0.352456477588428,8.84122318706066,TRUE,""
"Gstm1",-0.440672531471029,0.0125515863874156,-1.49624708305409,0.000521576261504985,-0.485702542620038,0.429353461166506,8.57695180240731,TRUE,""
"Arsb",-0.440427527738836,0.0369413096724654,-1.56589607443777,0.00322618398592452,-0.177724491627627,0.885879576156802,7.39600948477055,TRUE,""
"Eno3",-0.439584870081557,0.0790935518308223,-1.37202625243641,0.0466862146187842,-0.28244998465042,0.851559552175278,7.62097953990822,TRUE,""
"Qser1",-0.438045659997221,0.00328859103465359,-1.36249645781953,0.000506053953932951,-0.748272247896199,0.0890449003821582,7.52799602649416,TRUE,""
"Tesk2",-0.43756124928656,0.0249272048326366,-1.46726642754144,0.00482958579605565,0.0465700418609245,0.977765666147836,7.09847595995543,TRUE,""
"Fmo5",-0.432608313666523,0.0220763973752896,-1.35760008012449,0.0110430639575737,-0.783013065520809,0.278600481940492,6.67682080543032,TRUE,""
"Patz1",-0.432047688416849,0.00613525970260748,-1.2560682507357,0.00600582920294503,-0.369105719937602,0.650731928318195,6.39039088398647,TRUE,""
"Nadk2",-0.430784396795518,0.00472009127830342,-1.21766989317623,0.00308616578341328,-0.662470946550894,0.206228587099095,7.0893133063122,TRUE,""
"Sqor",-0.427179792800132,0.00125598806840295,-1.43666727992606,3.8447507794149e-05,0.0357085516365174,0.968647954727879,10.1122345165692,TRUE,""
"Icam2",-0.426633515950695,0.00260850849396172,-1.29181455763177,0.00113004132499107,0.117442123660577,0.896651521741621,8.43119444022471,TRUE,""
"Tmem71",-0.426233698001217,0.00425363304715148,-1.46161009883347,0.000160925215345097,-0.448718166495839,0.382769767829456,9.46913451437383,TRUE,""
"Fam107b",-0.424310461550501,0.00308781013462168,-1.21634160843051,0.000579826499508412,-0.312012255576089,0.581165436440765,9.56668610887705,TRUE,""
"Myo5a",-0.423842171225935,0.000325308857738424,-1.34790900567352,2.33307476627626e-05,-0.298260092983895,0.479986192591714,10.7702187190076,TRUE,""
"Dhrs7",-0.423372056183701,0.0300585535986409,-1.53120607765897,0.000939666578277362,0.142097119419972,0.892328587187788,8.83977010769822,TRUE,""
"Siah2",-0.423205025891259,0.0484839420416493,-1.40420955910764,0.00998216263500568,-0.0707363953699032,0.964935113248092,6.63901313533662,TRUE,""
"Tcea3",-0.423194135058356,0.0134304077945411,-1.43103771536375,0.00132169282694957,-0.339869341861027,0.666944636345816,8.72830702420395,TRUE,""
"Pwwp3a",-0.422505299044003,0.0117906205712576,-1.26527300081836,0.00703405517289545,-0.210652479086492,0.838992642914661,6.7590438665704,TRUE,""
"St3gal3",-0.421611372838492,0.0140682799884387,-1.36506680656929,0.00166575400066701,-0.226951512836555,0.800191883513691,8.18488440875146,TRUE,""
"Gphn",-0.421402996082226,0.00983097038323778,-1.2783326553285,0.0067380945980576,-0.482735703581312,0.519156405945242,6.53933064616139,TRUE,""
"Bmyc",-0.421329849666938,0.0023504384688833,-1.27350931161874,0.000145086532949458,-0.358941869441987,0.43552329920479,9.23848896334719,TRUE,""
"Mob3b",-0.420537191667639,0.0119540165984296,-1.28428594071585,0.0038568399030052,-0.288969401026183,0.731776676838293,8.35893632873229,TRUE,""
"Vkorc1",-0.420130123788214,0.0153613601912168,-1.36480055493447,0.00511842817016061,-0.419860627641959,0.616320891821377,7.57444979482927,TRUE,""
"Pde2a",-0.418856194841242,0.099869706320206,-1.62193950857935,0.00480571753012627,-0.990085979105681,0.167715421160331,7.0333440971601,TRUE,""
"Rfc4",-0.417933771647873,0.0519551828181465,-1.26730989514796,0.00333807119437845,-0.71949488562216,0.1838755122079,8.08843844891607,TRUE,""
"Cyp7b1",-0.415269224556369,0.0224433449070325,-1.31707066263948,0.0079574352631282,0.529782370608042,0.49351494399091,7.26412860869755,TRUE,""
"Cnksr3",-0.414832628614279,0.00697930787106512,-1.33108319021775,0.00127020787938847,-0.275164279905106,0.71761209774309,8.54061924437163,TRUE,""
"Pros1",-0.414363623999364,0.00792953490945286,-1.35967747126815,0.000170634770584332,0.023136887194255,0.984894512032904,11.3441966381619,TRUE,""
"Arid5a",-0.413820802600735,0.0170760541130161,-1.5343441189192,0.000229882986376133,0.588288218589591,0.252062947504266,8.99174977183709,TRUE,""
"Selenbp1",-0.411203826142704,0.026499055315197,-1.37776196342942,0.00619981284284708,-0.0186156060241043,0.992524007829322,7.6490042726351,TRUE,""
"Grk3",-0.409920933016298,0.00883244373167896,-1.37966965126564,0.00078088639772979,-0.527979766833166,0.341884967104164,8.73576001083235,TRUE,""
"Ace",-0.40950017091025,0.0149914602804395,-1.37487032598739,0.00149270618977141,-0.571659541599798,0.335214352946243,8.67643152221771,TRUE,""
"Chlsn",-0.408216143536426,0.0275190217314839,-1.20886023530768,0.0261698734808858,-0.124855746910731,0.929553873654706,7.94043422496421,TRUE,""
"Atrnl1",-0.408021581569091,0.0110398028613369,-1.41436713608571,7.75793835961697e-05,-0.372638054750945,0.437311590725072,8.7026648567608,TRUE,""
"Adgre4",-0.407366109700996,0.00375788303314359,-1.18049278482819,0.000695397872524323,-0.486496981441672,0.282559486020532,12.1109895191599,TRUE,""
"Cyp51",-0.405544300250502,0.0224780174408575,-1.36318139229356,0.00449657837748603,-0.0681310385815346,0.959740672025828,7.07374891857372,TRUE,""
"Niban1",-0.404117629252168,0.00192095153825441,-1.28008726200009,0.000278129107920548,-0.258673235199106,0.665408802997862,9.65929011973303,TRUE,""
"Susd3",-0.402717137801266,0.0164310703725493,-1.12471560331679,0.00804055001629087,-0.310490592116153,0.695339709041479,7.60748313191912,TRUE,""
"Hacd4",-0.401971124737031,0.0100105091549453,-1.30867379591788,0.00233421243078986,-0.129414317608905,0.896508405478083,8.47756676258505,TRUE,""
"Dennd2d",-0.401880764108465,0.0172493846632525,-1.2823148441461,0.00390873565853416,-0.4083115145309,0.580958232446463,7.81223102370409,TRUE,""
"Stk16",-0.400364677218963,0.0315743788762701,-1.34312945509693,0.0110430639575737,-0.415588335924231,0.665261682060211,6.76068357508893,TRUE,""
"Syne2",-0.399153219850494,0.0121789694617996,-1.3864249550669,0.00816521028318186,-0.479521240608389,0.589104871040835,6.20734075362603,TRUE,""
"9130004J05Rik",-0.399054481840585,0.00440074386126883,-1.27109171629275,0.00243430890538484,-0.53067931900113,0.368186960615117,9.52092592087786,TRUE,""
"Mxi1",-0.398428876889428,0.00386824272639338,-1.22602238993447,0.000418769942042236,0.0684461305348343,0.938339761387724,10.6717063869143,TRUE,""
"Tspan32",-0.397766206218622,0.00896605572537987,-1.17266517977005,0.00680737488353926,-0.21276409435766,0.823264292038817,6.57723488635444,TRUE,""
"Depp1",-0.397358054836745,0.032217597853558,-1.14932173091882,0.0272514897252986,-1.00237012900843,0.107672236694926,6.581528939331,TRUE,""
"Atosa",-0.397302571011254,0.0147728809486305,-1.22826984172154,0.00667821094090647,-0.967142851639737,0.0626841553190177,6.4761227042453,TRUE,""
"Rtn1",-0.39653522335702,0.00920717577593119,-1.20679724202196,0.0041374981123603,0.0300177808736137,0.984253624653321,7.21102536916883,TRUE,""
"Fam234a",-0.395981827443181,0.00906666668525825,-1.20537190933925,0.00204043140397346,-0.479155937528192,0.389909420481985,8.69124693084248,TRUE,""
"Lrba",-0.392783502233098,0.0307320622861934,-1.25373195874132,0.00941357169341242,-0.426895096286794,0.604716771213573,6.37248651788288,TRUE,""
"Spn",-0.392294951449924,0.00218893182307973,-1.07429090709231,0.000791088342020829,-0.347147055959853,0.458895102115212,8.25357376254797,TRUE,""
"Msh2",-0.390799530565288,0.00580808193761917,-1.19143836937237,0.00385882655501772,-0.710431470664141,0.166441694247069,6.17390515979429,TRUE,""
"Rarg",-0.390591920241152,0.0023504384688833,-1.25616238325599,0.000305713724804133,-0.231721948648197,0.706253975451894,8.54101843206371,TRUE,""
"Pygl",-0.390020172905509,0.0293364794549109,-1.3604705742092,0.00341308964763927,-0.240033070209909,0.807545303256254,10.4384093896384,TRUE,""
"Ear12",-0.38988974031582,0.00625210942030575,-1.192405865653,0.00259771814798748,-0.198409408550694,0.814403115988307,9.81049031173906,TRUE,""
"Depdc7",-0.389278512787216,0.0413674924366092,-1.09959965778961,0.0414526366185551,-0.43475438963862,0.650731928318195,6.96895815218091,TRUE,""
