gene_symbol	avg_log2FC	p_val	p_val_adj	pct_Tac1	pct_OtherNeu	p_val_adj_BH
Sox11	-0.558424905726971	0.000514631019968456	1	0.731	0.754	0.00181722578433486
Mir124-2hg	-0.558471222410624	0.428479296943333	1	0.731	0.622	0.609442386534835
Cd2ap	-0.558757236302771	0.554594832419063	1	0.476	0.439	0.723125441195961
Rnf144a	-0.559386923245965	0.278899613057073	1	0.255	0.271	0.43947817815054
Pou3f2	-0.559406786326198	0.911097197821333	1	0.358	0.322	0.952986724157946
Itga9	-0.559740266189309	0.162262938203443	1	0.071	0.1	0.281702907024102
Thbs3	-0.560294894605621	0.285418439926495	1	0.137	0.161	0.447937173039744
Eeig1	-0.560851360050273	0.537497782906	1	0.193	0.201	0.708232372770259
Ier5	-0.561128377152072	0.21549371923238	1	0.349	0.356	0.356544153639028
Tmem198b	-0.56115669037301	0.715741066307354	1	0.123	0.125	0.841096846282088
Ddhd1	-0.561701701983544	0.336389084093826	1	0.642	0.578	0.509482496297445
Wwc1	-0.561758584630482	0.615662544797145	1	0.292	0.28	0.77209704153716
Kat6a	-0.561875045383671	0.156586656693504	1	0.33	0.352	0.27347881504887
Pitrm1	-0.562395244018806	0.915370095807574	1	0.203	0.185	0.955625377267563
Cidea	-0.562955435045512	0.442008443771559	1	0.198	0.206	0.624111970114461
Scrn2	-0.563608393325438	0.420315412785005	1	0.203	0.215	0.601776435369207
1700080G18Rik	-0.564081931627836	0.581215748274702	1	0.094	0.103	0.744938494267576
Wwc2	-0.564149994619565	0.0478769011315096	1	0.42	0.435	0.0992060266330332
Kcnip2	-0.564303005468283	0.284615004897703	1	0.368	0.287	0.447032844801571
Efs	-0.564372777871671	0.263241987475775	1	0.25	0.265	0.41965000047233
Frmpd1	-0.564697254238455	0.771367043679281	1	0.137	0.138	0.878918574521079
Syt1	-0.564868844430643	0.0830854397265846	1	0.764	0.692	0.158825908413883
Swt1	-0.566337680148652	0.256108865615785	1	0.387	0.386	0.410676771295797
Fermt2	-0.566894412514474	0.0727316090095253	1	0.594	0.553	0.142080352483724
Eif4ebp3	-0.567044692427797	0.224603514633269	1	0.094	0.121	0.367925364225591
Drp2	-0.567347523008459	0.524314519356021	1	0.184	0.194	0.697170721627732
Ankhd1	-0.567426554364706	0.147304693498781	1	0.278	0.308	0.260075546161145
Klhl5	-0.567499231189746	0.0310044666054701	1	0.377	0.429	0.0682254459106768
Mbtd1	-0.567904894855484	0.780376704887586	1	0.495	0.429	0.883506850258804
Cd55	-0.567976396096245	0.347170448565509	1	0.113	0.131	0.521651365440021
Pid1	-0.56803348511527	0.00403479184554226	1	0.533	0.578	0.0112352923960413
Fry	-0.568129556784934	0.000223027272899184	1	0.854	0.803	0.000876852500471318
Mtrr	-0.568619944821606	0.314377319571004	1	0.108	0.129	0.483861921031059
Sfi1	-0.569115080564244	0.801842673790954	1	0.212	0.193	0.896684280368379
Spry1	-0.569935370080614	0.334842166997677	1	0.274	0.283	0.507843953279811
Tmem260	-0.570687950430173	0.294796806525227	1	0.269	0.288	0.459883018179354
Rap1gap2	-0.570707444800764	0.456917160786362	1	0.25	0.249	0.638048004576351
Shb	-0.570826221407828	0.197366616321061	1	0.189	0.212	0.332070927926316
Gucy1b1	-0.571301094233138	0.450460964568849	1	0.802	0.682	0.63165762222688
Chpt1	-0.571738459646306	0.0602805247301435	1	0.561	0.555	0.120837692529264
Ibtk	-0.571744635489468	0.469913597742552	1	0.283	0.279	0.650580854180497
Fads1	-0.571858058187411	0.143822962967324	1	0.604	0.562	0.255051733518809
Cpsf4	-0.572388790631679	0.498709603095972	1	0.292	0.296	0.677076195692008
Nab1	-0.572692298215826	0.159698898019532	1	0.241	0.27	0.278357855765888
Mtcl1	-0.573220310562657	0.0359840604188165	1	0.377	0.415	0.07763861218089
Dazap2	-0.574853037016983	0.020509380738832	1	0.467	0.488	0.0473994577075229
Carmil1	-0.574895429077248	0.654027331973557	1	0.382	0.352	0.800428766970929
Fgfbp3	-0.575128709036737	0.539991601456889	1	0.307	0.303	0.71023285611674
Smoc1	-0.575370951629729	0.0955215810396828	1	0.222	0.264	0.179844080164368
Hipk2	-0.57687821846614	0.00427998684102542	1	0.528	0.559	0.0118322674187336
Tdrd3	-0.576895232021584	0.141357222227516	1	0.311	0.333	0.25119949010976
Pde3b	-0.577133956351699	0.50172121203663	1	0.146	0.156	0.679254932874835
Pcdhga12	-0.577165131644208	0.781843308615437	1	0.165	0.149	0.884732688312782
Ttyh3	-0.577713619043253	0.0728511544788388	1	0.769	0.741	0.142196889706619
Etfrf1	-0.577950551222609	0.0807376875397577	1	0.325	0.347	0.154880201657295
Kctd5	-0.577985024729759	0.0308203607441069	1	0.557	0.542	0.0679229746368611
Rell1	-0.578051649965202	0.0616490124305897	1	0.08	0.121	0.123326958422364
Tmem132d	-0.57806948426162	0.923487855297752	1	0.165	0.152	0.959513547083868
Clybl	-0.578363576760023	0.125528576500585	1	0.217	0.251	0.227042990540189
Szrd1	-0.578427198596535	0.601937143954686	1	0.25	0.212	0.761883930685038
Tmem39a	-0.578833256314068	0.483980400454631	1	0.118	0.13	0.662496518077665
Cat	-0.579387900230066	0.039435167689184	1	0.401	0.432	0.084148906920545
Maml2	-0.57951259897811	0.176195654672982	1	0.108	0.137	0.301812792004544
Tti2	-0.579525301318827	0.341455916449219	1	0.198	0.213	0.516082852266501
Ccdc88c	-0.580006147493503	0.293291023181619	1	0.165	0.189	0.45818855123652
Prdm10	-0.580261501724479	0.994096380389283	1	0.137	0.131	0.997751146493656
Mex3c	-0.580586764639661	0.247992565840408	1	0.198	0.22	0.39991839429145
Tmbim1	-0.58070371564671	0.671023759997732	1	0.222	0.215	0.811920161681466
Diaph2	-0.581779041399935	0.407777426146862	1	0.118	0.134	0.589857467712085
Gys1	-0.582002901337234	0.417476198589949	1	0.142	0.156	0.599059144362976
Cavin3	-0.582067342255118	0.832950973796734	1	0.472	0.422	0.912548245182878
Lims2	-0.582339966777274	0.57357058396917	1	0.193	0.198	0.737737429557519
Ptk7	-0.582817601303825	0.778208170732477	1	0.156	0.154	0.882912542794665
Snhg18	-0.583017904946763	0.744426524537307	1	0.104	0.107	0.862268918587861
Atf6	-0.583643534278323	0.970546402320811	1	0.231	0.212	0.985467870135772
Foxn2	-0.583934909189203	0.108437203849115	1	0.16	0.199	0.200785801785898
Map3k1	-0.584302259679352	0.0489674569909876	1	0.184	0.236	0.101273604231361
Septin9	-0.584970812933067	0.12703177668225	1	0.255	0.288	0.229571700681865
Tcfl5	-0.585139852205786	0.139585248521808	1	0.137	0.17	0.248556202830516
Wscd1	-0.585986095133317	0.00951870137599375	1	0.783	0.73	0.0240194613577936
Cdk5rap2	-0.586073074788091	0.222693099109347	1	0.123	0.149	0.365273547468879
Ptpn2	-0.586911320101062	0.339515250802917	1	0.311	0.307	0.513505060771172
Rasa2	-0.587635883900772	0.766169424034682	1	0.509	0.428	0.875415682667143
Npc2	-0.58860047989302	0.0325243224705313	1	0.797	0.722	0.0712111481460053
Sbno2	-0.588847076712237	0.321885032824063	1	0.123	0.145	0.492641936088476
Ptprk	-0.589311056589022	0.520771032050563	1	0.33	0.318	0.695385911986884
Insm1	-0.589433939292228	0.472899067859413	1	0.156	0.168	0.653130155297626
Kctd4	-0.589568542425726	0.7557769560785	1	0.335	0.311	0.870233638772065
Bcl2l13	-0.589912906705972	0.232763018219476	1	0.236	0.254	0.37926384058321
Scd2	-0.589936948952102	0.203960140649905	1	0.967	0.888	0.340948294817752
Cyren	-0.589966563932593	0.119084089558352	1	0.165	0.2	0.217276233580151
Zfp740	-0.589993132891607	0.152554502195235	1	0.425	0.419	0.268368129516224
Lamc1	-0.590375577748472	0.600211279506813	1	0.203	0.205	0.760360460813735
Cbr3	-0.590466632237238	0.0613987541161161	1	0.08	0.123	0.12296641814727
Ice2	-0.591287065586689	0.507641864363146	1	0.146	0.155	0.684053274514839
Trp53inp1	-0.592868728360986	0.648952350949617	1	0.165	0.167	0.796288586020147
Ctsl	-0.593748827125599	3.32463993166269e-05	0.761675008343923	0.934	0.914	0.000172122843981636
Enkur	-0.594079169641579	0.252571821159608	1	0.118	0.09	0.406197980421637
Zc3h12c	-0.594158124190244	0.322212960271747	1	0.099	0.118	0.4929689003387
Junb	-0.594570797621309	0.409045848061278	1	0.439	0.447	0.590933015164467
Phf21a	-0.595345723277146	0.176189376360216	1	0.415	0.41	0.301812792004544
Zeb1	-0.595664581564015	0.921824165542104	1	0.505	0.456	0.958692222776907
Flnb	-0.595719293841506	0.134126762556488	1	0.146	0.18	0.240601929711187
Sox4	-0.595828340870349	2.46765149723191e-06	0.056533895801583	0.863	0.862	1.83936889759539e-05
4933407L21Rik	-0.595910056537245	0.0789362717997707	1	0.142	0.098	0.152159591889408
Pik3cd	-0.596342382751779	0.680888168331948	1	0.118	0.121	0.817710956232401
Brinp2	-0.596369530980235	0.3420267235538	1	0.33	0.33	0.516588080388312
Sh3rf1	-0.596544890569465	0.00291860777602393	1	0.325	0.403	0.00840374341837344
Mlh3	-0.597382734793611	0.715127748438042	1	0.198	0.194	0.840828534368067
Elmo1	-0.597464834683361	0.0076021555959198	1	0.608	0.608	0.0197656045493915
Hadha	-0.598225323646935	0.0710599283032365	1	0.481	0.487	0.139188236245981
Lca5	-0.598938777640335	0.75799537983353	1	0.203	0.201	0.871129457626885
Kansl1l	-0.599186897182292	0.919179163753452	1	0.274	0.255	0.957315059437824
Tubgcp6	-0.599649342575483	0.851933969365313	1	0.142	0.139	0.9199623184642
Prox1	-0.599671527641881	0.189318830437669	1	0.08	0.109	0.320521182694472
Nme4	-0.59973579015336	0.383834670039079	1	0.142	0.155	0.56412847871154
Dennd1b	-0.599920099468467	0.293140056384477	1	0.311	0.314	0.458116553233415
Cenpj	-0.60076952064569	0.985316954183834	1	0.104	0.099	0.99258866602283
Ascl1	-0.600872376010201	0.709124793165838	1	0.165	0.169	0.837150566634698
Sertad2	-0.601464656083664	0.142768742060194	1	0.274	0.297	0.253339254494436
Adcy8	-0.602188324358913	0.972495189438783	1	0.236	0.216	0.986016017826756
Clec16a	-0.602493927090678	0.776834690973496	1	0.175	0.172	0.881583250239602
Clk2	-0.603231121683589	0.200205560796426	1	0.241	0.261	0.33565750749759
Fzd9	-0.604494587856378	0.0932545530135535	1	0.113	0.155	0.176153112999098
Zswim6	-0.604889011847107	0.114174240287099	1	0.377	0.396	0.209896078103556
Elovl5	-0.605496220539012	0.0497765639412116	1	0.434	0.448	0.102606904811332
Tcf12	-0.606535429486034	0.000757211966383347	1	0.547	0.616	0.00256395493733524
Pls3	-0.606947093919966	0.447102525211573	1	0.297	0.296	0.628764916331021
Dll1	-0.6070109648429	0.105717393484122	1	0.127	0.167	0.196415812309079
Dhx33	-0.607808938335621	0.675183053013001	1	0.142	0.144	0.814246155593812
Qsox1	-0.608106308105749	0.177078756069094	1	0.33	0.337	0.302502366628425
Whamm	-0.609221412211452	0.761151549102622	1	0.292	0.267	0.872627287790092
Trp53bp2	-0.609524175496665	0.756231459049858	1	0.193	0.191	0.870413442194936
Elk4	-0.609768654685871	0.408890313946416	1	0.16	0.172	0.590933015164467
Lpin1	-0.610364425391902	0.990527794635191	1	0.278	0.257	0.995771094813927
Ccdc90b	-0.61049746645727	0.0373332745559782	1	0.547	0.521	0.0801335347717507
Prpf39	-0.610940759024659	0.0400344569156635	1	0.571	0.578	0.085261095956908
Nsun4	-0.611066286740492	0.716232038440474	1	0.099	0.103	0.841447429776221
Foxn3	-0.611564680700004	0.00176286346995676	1	0.665	0.663	0.00540743513818198
Txnip	-0.611819347599513	0.395527452745634	1	0.425	0.42	0.576272152632731
Tcp11l2	-0.612172507078321	0.00067912748577276	1	0.316	0.419	0.00232296699910369
Adamts10	-0.614300734704441	0.208926447984909	1	0.297	0.322	0.347521220410542
Gpr17	-0.615007524128232	0.305620012706127	1	0.203	0.224	0.473050395287159
Zfp930	-0.615997637920697	0.529188175920158	1	0.146	0.157	0.700877487088917
Zfp142	-0.618067484831199	0.419473812890302	1	0.151	0.162	0.600938542048159
Hells	-0.61839913927326	0.641289748387662	1	0.123	0.129	0.790671513997306
Timp4	-0.618601861208018	0.245769633051159	1	0.311	0.324	0.397159362622073
Wbp1l	-0.619871152792799	0.646106497235233	1	0.222	0.22	0.794778525067359
Wipi1	-0.620037466218291	0.232785338050272	1	0.222	0.248	0.37926384058321
Rfxank	-0.620426556597911	0.929264229379511	1	0.123	0.118	0.961591432794248
Phka1	-0.621070386139217	0.809563782823707	1	0.137	0.137	0.901165801063699
Uvssa	-0.621205059023419	0.124934292296202	1	0.382	0.4	0.226249166148346
C1galt1	-0.622228118878263	0.70101620227756	1	0.288	0.272	0.831172304980559
Xist	-0.622729222760953	0.00115977230414084	1	0.481	0.553	0.0037194459797997
Ldlrad3	-0.623175240130808	0.00520420348483624	1	0.137	0.214	0.0141104660594443
Pmp22	-0.623881315774682	0.200469120786561	1	0.325	0.35	0.335755030519822
Prag1	-0.626120803410357	0.590749158760893	1	0.118	0.125	0.752520363215975
Sp4	-0.626345818750984	0.21707960683155	1	0.297	0.307	0.358353636674305
Plcxd3	-0.628015926211058	0.18220568761288	1	0.618	0.55	0.309919954631253
Nfkb1	-0.628130442028224	0.733438387129164	1	0.292	0.28	0.85430903332805
Pip5k1b	-0.62842978259149	0.822983229270966	1	0.175	0.171	0.908974642668734
Smpdl3a	-0.62874531566453	0.0805344209278406	1	0.462	0.477	0.154558150532868
Stk32a	-0.628965685058532	0.182398453252617	1	0.222	0.167	0.310127070380471
Rad17	-0.629227784608812	0.0497736990821761	1	0.354	0.38	0.102606904811332
1300002E11Rik	-0.629538267337149	0.197231378063087	1	0.245	0.266	0.331987151976711
Nacc2	-0.629699403038657	0.216839356134745	1	0.217	0.242	0.358183931350989
P2ry14	-0.630863243426635	0.630993367359939	1	0.146	0.127	0.781497124096804
Robo1	-0.63171967135467	0.0563037236918184	1	0.33	0.364	0.113964163617175
Peli1	-0.631986655328068	0.0648906053597877	1	0.623	0.596	0.128778811545458
Pygb	-0.632199857092671	0.718072434450834	1	0.519	0.479	0.842929425875099
Etv6	-0.633585774702279	0.173595511004451	1	0.085	0.111	0.298294725439592
Rcn1	-0.634380245326874	0.000566768097235213	1	0.599	0.658	0.0019773506778941
Mpdz	-0.634786664548278	0.710498881789432	1	0.292	0.273	0.838093198934982
Sapcd2	-0.636349303244473	0.669697010599011	1	0.184	0.187	0.811438707987927
Anxa6	-0.636750431488267	0.0949053821231673	1	0.278	0.308	0.178915282310744
Hsd17b7	-0.637363907588513	0.0217005864458898	1	0.245	0.307	0.0497314593891116
Stat3	-0.637958537608479	0.222838244314436	1	0.354	0.36	0.365374418605652
Lrrc1	-0.638876383091633	0.550095000112607	1	0.108	0.119	0.718344845254289
Alms1	-0.639556579781599	0.941665976508573	1	0.17	0.159	0.968494698702483
Tmem176b	-0.640106310412258	0.193873592316009	1	0.462	0.453	0.326965193527539
Dmd	-0.640766343197489	0.512474304656641	1	0.505	0.461	0.68801385090193
Nkd1	-0.641105315314457	0.0741964097413778	1	0.146	0.191	0.144489486290833
AI593442	-0.641203227311734	0.312926580519438	1	0.708	0.573	0.482138731466986
Magt1	-0.641289725463346	0.0873903996954053	1	0.175	0.215	0.1662549067376
G0s2	-0.642273617132584	0.240247666943289	1	0.184	0.21	0.389822365976333
Smpd2	-0.642290983520057	0.0455668952613087	1	0.363	0.392	0.0951415862817382
Rock1	-0.642811932523704	0.0205343608094749	1	0.542	0.552	0.0474226111471855
Ophn1	-0.643213956132787	0.224929090169997	1	0.476	0.462	0.36811175191553
Aopep	-0.643361472607044	0.440823160051849	1	0.311	0.308	0.62314419518009
Gadd45g	-0.643860949861853	0.02547841921934	1	0.552	0.573	0.0573067637230058
Grb14	-0.643876148944086	0.518241341908705	1	0.354	0.337	0.693104158437607
Zmynd10	-0.646342432952942	0.190641406151106	1	0.104	0.076	0.322260705134688
Aldh6a1	-0.647737046424589	0.097329937154734	1	0.212	0.247	0.182697535664752
Pag1	-0.64795930242106	0.0791704374348514	1	0.226	0.265	0.152476398022677
Atl2	-0.649490672484319	0.819144331990184	1	0.491	0.436	0.907206501555052
Tyms	-0.649960953141852	0.128829186194673	1	0.17	0.205	0.23243530991257
Slc35f6	-0.650214707904688	0.150345068658685	1	0.274	0.301	0.264694582789656
Cyp20a1	-0.650302789812066	0.17617139534673	1	0.33	0.342	0.301812792004544
Dmxl1	-0.650789995035135	0.0456440809250532	1	0.458	0.473	0.0952117218150106
Sfxn2	-0.651130865448565	0.721581404573111	1	0.142	0.143	0.845004711843257
Mif4gd	-0.652072766729167	0.0559198649846179	1	0.274	0.31	0.11329219399481
Mtmr10	-0.652197038939474	0.0878830276811877	1	0.123	0.165	0.16711931428447
Gm43672	-0.652741027739979	0.934806187230024	1	0.123	0.114	0.964163736911628
Ikbip	-0.653636317931828	0.0775900547871386	1	0.354	0.381	0.149829071313095
Shmt2	-0.654463692366935	0.270328331834877	1	0.274	0.283	0.428600418676858
Rhog	-0.655885664202441	0.0157588967748101	1	0.052	0.102	0.0374713451890967
Tspan12	-0.656267377514017	0.0232133140605829	1	0.392	0.425	0.0527200725711312
Gstm1	-0.656674703141869	0.196325490773946	1	0.637	0.593	0.330717217007557
Ddx21	-0.65696255331215	0.387153721136329	1	0.226	0.233	0.567098408425046
Asic4	-0.657231233222012	0.468779669849465	1	0.208	0.217	0.649628679537583
Fgfr2	-0.657901941357393	0.40634781562067	1	0.099	0.114	0.589051072947058
Cdh6	-0.658517997772536	0.113721835833433	1	0.387	0.409	0.209228146454815
Grtp1	-0.658871139538947	0.0638876161205537	1	0.165	0.215	0.127134900781129
Afap1l2	-0.659033338121216	0.0234168415462781	1	0.137	0.196	0.0530749982612899
Zfp280c	-0.659672221004917	0.95466225587238	1	0.212	0.198	0.976054011110738
Lmcd1	-0.660646360843926	0.200306753466199	1	0.113	0.142	0.33565750749759
Adi1	-0.660703870466498	0.414936217712867	1	0.094	0.108	0.596394010848899
Itgb8	-0.661303900648069	0.189966945744606	1	0.255	0.277	0.32136933346725
Usp3	-0.66234747490095	0.0816500592462687	1	0.217	0.26	0.156355746947699
Zbtb37	-0.662783618462698	0.577491171046126	1	0.316	0.299	0.740816867879436
Gm26638	-0.663073160747875	0.93565636341525	1	0.127	0.121	0.964585082699507
Fmnl2	-0.663514822102127	0.0525079617173868	1	0.255	0.302	0.107577287420988
Gba	-0.663696856949651	0.356570013012123	1	0.146	0.161	0.532984479731813
Rnft1	-0.664140486081024	0.276410506441507	1	0.156	0.176	0.436343004024757
Ntrk2	-0.66506505130007	0.0635021605362932	1	0.943	0.868	0.126483099508677
Inava	-0.665391521232054	0.230984928995271	1	0.113	0.139	0.376752117196171
Mir100hg	-0.665579891281542	0.00134314832516132	1	0.84	0.783	0.00426061865236359
1110017D15Rik	-0.66562790440038	0.017478050560987	1	0.179	0.117	0.0409791330383205
Stard3	-0.666849818634991	0.228874666269903	1	0.297	0.3	0.37386856479691
Pllp	-0.66744725074305	0.461683461156402	1	0.236	0.241	0.642444523202027
Stxbp6	-0.66816675580665	0.113560788682971	1	0.165	0.205	0.209032248195203
Eps8l1	-0.668784467055163	0.70475569735841	1	0.137	0.138	0.83396264920947
Snta1	-0.668876851680987	0.690092806324174	1	0.274	0.235	0.824712825724758
Caskin2	-0.669436642144171	0.1008901505755	1	0.113	0.153	0.188893346641141
Efcab14	-0.66968522185718	0.0839985697485677	1	0.344	0.367	0.160501204138996
Asrgl1	-0.669867827106292	0.999846823842236	1	0.693	0.57	1
Ppox	-0.670163434705404	0.117919242941736	1	0.382	0.394	0.215510984589751
Ikzf2	-0.67095098993836	0.621225277468045	1	0.255	0.245	0.775408638182456
Csgalnact1	-0.671154169388108	0.840588738180215	1	0.146	0.132	0.915177369982846
Pcgf5	-0.671383789280774	0.894695571018727	1	0.278	0.256	0.946483471593558
Usp54	-0.672592679996766	0.50624736294674	1	0.165	0.175	0.683340074583239
Slc6a8	-0.672652050803209	0.205780740586559	1	0.321	0.324	0.343334711566879
Med12	-0.673156797893064	0.654410607443612	1	0.17	0.174	0.80046640529647
Sgpl1	-0.673290665622503	0.501942257373074	1	0.231	0.231	0.679254932874835
Idh2	-0.673932378391883	0.00904515393096769	1	0.712	0.692	0.0229571367637809
Slc2a1	-0.674957053844059	0.109842768824522	1	0.151	0.189	0.203044102507623
Zfp692	-0.675510346143367	0.48721344131258	1	0.259	0.258	0.665878695761373
Hunk	-0.675527799056481	0.358563884390367	1	0.123	0.141	0.535089527508412
Dnajc1	-0.675908993075224	0.261938809435643	1	0.363	0.358	0.418106696967453
Eci1	-0.676659105120726	0.564560783178015	1	0.476	0.423	0.731988913950689
Gng12	-0.677017941999992	0.174311382803571	1	0.406	0.404	0.299289355379717
S100a13	-0.677643421549188	0.00763413742651282	1	0.226	0.301	0.0198251559328228
Lamp2	-0.678773657542181	0.12017397927259	1	0.651	0.599	0.218902486609179
Gm2a	-0.679135761156239	0.000591208643019049	1	0.514	0.571	0.00205441475951249
Cyp4f16	-0.679661387069748	0.104045313490612	1	0.066	0.1	0.193556187958686
Sinhcaf	-0.680474029508924	0.321886466482718	1	0.113	0.133	0.492641936088476
4930503L19Rik	-0.681736529891463	0.255283675847995	1	0.175	0.196	0.409503891334572
Tmem241	-0.68190046962511	0.53714097652297	1	0.137	0.144	0.708035498838859
Vwa8	-0.682122374945551	0.747050693924388	1	0.16	0.159	0.863944249685392
Prdm2	-0.682708572188666	0.0185710004070712	1	0.184	0.25	0.0433554942694211
Cep85l	-0.683039992655471	0.79017052027815	1	0.151	0.15	0.888636671620741
Fam120aos	-0.683273609933151	0.0616634792111818	1	0.311	0.334	0.123326958422364
H1f2	-0.683301537800567	0.831548773376918	1	0.156	0.142	0.912396577397647
2810002D19Rik	-0.684302495092385	0.0233816421565211	1	0.146	0.207	0.0530275248908017
Atp6v0e	-0.684563544671045	0.00391744214264779	1	0.561	0.596	0.0109618111973642
Usp25	-0.684823500402005	0.406660076218836	1	0.198	0.207	0.58906289116636
Etv5	-0.685840888180314	0.803945679833565	1	0.175	0.172	0.897657139446066
Zfpm2	-0.685853649513918	0.403355649244025	1	0.179	0.194	0.586683274030963
Hspa1b	-0.686487674297725	0.19743319593055	1	0.25	0.203	0.332070927926316
Klf9	-0.686809917165318	0.0217862546429449	1	0.344	0.388	0.049875450880704
Stard9	-0.687266922673778	0.459217530153226	1	0.113	0.127	0.64058245103664
Smpd4	-0.687450550747345	0.432631073471311	1	0.264	0.264	0.614107127039904
Glcci1	-0.687831192924921	0.995656644224693	1	0.274	0.243	0.998399499993907
Npy2r	-0.688291097392262	0.216459186585585	1	0.09	0.117	0.357870449283056
Rgs16	-0.688641586735422	0.154403438554109	1	0.08	0.11	0.270857116306967
Sun2	-0.689113078380394	0.304278800161972	1	0.137	0.157	0.472001634907046
Emid1	-0.689162982374621	0.158741249140131	1	0.16	0.192	0.276909655049557
Map4k4	-0.689360833050702	5.23507234738692e-06	0.119935507478634	0.849	0.838	3.54523969199784e-05
Ttc17	-0.689415641015057	0.191693909184921	1	0.241	0.263	0.323914504959279
Rhobtb3	-0.689969446619846	0.0133781341049126	1	0.316	0.372	0.0323564173700213
Shisa9	-0.689993119565637	0.00813749614427487	1	0.396	0.454	0.0209208847311316
Airn	-0.690205314096571	0.00986514639090617	1	0.052	0.108	0.0247222945699817
Reep3	-0.690397004951939	0.00765328397034861	1	0.316	0.383	0.0198630685576249
Zfand4	-0.690493998717074	0.427946717518055	1	0.113	0.126	0.608928254260058
Chd7	-0.691250862859534	0.000198436243509438	1	0.307	0.424	0.000794472512969041
Polg	-0.691287808515365	0.207607112566546	1	0.297	0.311	0.345985451236425
Smim3	-0.691373601864135	0.522613574515625	1	0.09	0.1	0.69644449942899
Itgav	-0.691534407071644	0.00754559950468308	1	0.123	0.199	0.0196302433808551
Shisa8	-0.692762447930812	0.762787997790477	1	0.104	0.108	0.873815361748965
Atp6v0a2	-0.693289136868238	0.337236211255761	1	0.264	0.269	0.510234766458317
Ckb	-0.693804403128815	6.65713713892183e-09	0.000152515011852699	0.991	0.987	1.08501399338845e-07
Sec14l2	-0.69438937176772	0.769280717603088	1	0.108	0.11	0.877799941089417
Sh3pxd2b	-0.695488252280827	0.67920044170856	1	0.203	0.202	0.816835773508532
Sorbs1	-0.697321239063126	0.246334813959559	1	0.495	0.469	0.397778361321757
Usp2	-0.698770168263735	0.243915619209497	1	0.16	0.185	0.394455173901179
Nxph1	-0.702032745136348	6.30881187008635e-06	0.144534879943678	0.34	0.498	4.17528640129351e-05
Tmem243	-0.702430847857365	0.195773852410354	1	0.278	0.295	0.329915195728559
Arsb	-0.702690953051692	0.177076857989408	1	0.292	0.309	0.302502366628425
Tcf7l2	-0.703072219422929	0.0131552058279869	1	0.142	0.206	0.031958809263986
Cntrl	-0.70358522102122	0.832914076412424	1	0.16	0.156	0.912548245182878
Fiz1	-0.704751250383394	0.336788153778679	1	0.255	0.256	0.509910105963699
Lhfpl2	-0.705567319520642	0.0466012273595891	1	0.113	0.164	0.0971155348791436
Paqr7	-0.706615691687606	0.618722358486877	1	0.349	0.299	0.774130215855619
Cyfip1	-0.70739985699038	0.15578531354501	1	0.34	0.347	0.272406024645558
Amotl1	-0.707522975296796	0.569675299040844	1	0.208	0.21	0.735287051330384
Kdm3a	-0.707682729638122	0.101874432710363	1	0.16	0.201	0.190246909824227
Errfi1	-0.707819524848256	0.0173325538109506	1	0.189	0.254	0.0406598254813278
Pnp	-0.708117980198776	0.627430488154635	1	0.368	0.341	0.780357736975925
Rgma	-0.708790565012481	0.0863333340645525	1	0.434	0.463	0.164387098166506
Slc3a2	-0.709225965378832	2.66160263235746e-05	0.609773163073095	0.877	0.827	0.000141606337370736
Lrrn1	-0.710104865162464	1.52068757022829e-05	0.348389522339301	0.462	0.579	8.77290738659806e-05
Mdn1	-0.711963211139555	0.114224141568554	1	0.226	0.266	0.209899474283318
Sgcd	-0.712236019547462	0.346869806264708	1	0.151	0.167	0.521378979271936
Atm	-0.712538688215466	0.87561627078274	1	0.137	0.131	0.93379478028926
Metrnl	-0.714705086267536	0.0066286095181684	1	0.25	0.319	0.0175053001060215
Kat2b	-0.714710228643443	0.159035192950096	1	0.142	0.175	0.277311665790826
Esrra	-0.715396302805174	0.214592668896983	1	0.255	0.267	0.355322508620934
Tmem177	-0.715812955712587	0.316496178706418	1	0.099	0.118	0.486626979177469
Man2b2	-0.716080992382502	0.541393559911153	1	0.118	0.125	0.711028396823963
Tmtc2	-0.716685673877335	0.257440862981094	1	0.208	0.231	0.412207364186736
Slc9a9	-0.716825627299535	0.144475168604899	1	0.071	0.101	0.255803622402189
C430049B03Rik	-0.71733738207481	0.0850683483659528	1	0.108	0.152	0.162261373651739
Antxr1	-0.718020320150598	0.406115696858886	1	0.118	0.132	0.588951664177503
Sema5b	-0.718733950331889	0.483819360341512	1	0.142	0.152	0.662483688392391
Rdh10	-0.719340779321657	0.475455645801485	1	0.113	0.125	0.655345617185511
Foxj1	-0.719721184336068	0.00138177437750747	1	0.113	0.056	0.00434792214176916
Scrg1	-0.720070478637256	0.177083001709909	1	0.189	0.215	0.302502366628425
Natd1	-0.720380316158657	0.28285329584604	1	0.094	0.114	0.444844875771207
Dap	-0.720600664472529	0.565406518464674	1	0.264	0.25	0.732412714310112
Dennd2a	-0.720801051163955	0.289832366896609	1	0.217	0.231	0.453434018124781
Hes1	-0.721719481018089	0.192323986272693	1	0.146	0.175	0.324853508135778
Smim27	-0.722175179592232	0.367432193523755	1	0.175	0.188	0.545342786718234
Tnfrsf19	-0.723885553841384	0.068400751411219	1	0.085	0.127	0.134826029857493
Ddit4	-0.724525909069653	0.0190280448032182	1	0.467	0.48	0.0442333686537824
