gene_symbol	avg_log2FC	p_val	p_val_adj	pct_Tac1	pct_OtherNeu	p_val_adj_BH
Zfp784	0.343097015841173	0.0623031321903338	1	0.113	0.074	0.12449226047913
Gm19531	0.343016815557737	0.00835994977879771	1	0.231	0.155	0.0213795436965974
Cox7b	0.342726521566468	2.15512472068643e-10	4.93739073509262e-06	0.972	0.903	5.5374028117402e-09
Fig4	0.342716843388585	0.00301134996110372	1	0.311	0.218	0.00865082962789394
Acot9	0.342541430543246	1.59566018480988e-05	0.365565748339944	0.604	0.419	9.13478858092998e-05
Hoxb5	0.342355069161962	0.000797281949368154	1	0.854	0.771	0.00268092960341809
Slc25a16	0.342331739628088	0.000132564506721702	1	0.533	0.368	0.000565470473984762
Phyhip	0.342053200901882	0.00971837150060482	1	0.222	0.149	0.0244385991448715
Kcnk3	0.341990195302244	5.62382347657426e-05	1	0.528	0.36	0.0002687621547667
ENSMUSG00000121307	0.341657700774769	0.000113601850249188	1	0.425	0.285	0.000496212881888455
Epb41l4a	0.341649195458551	0.00770550341217975	1	0.184	0.117	0.0199748598839176
Nhs	0.341449705185749	5.26743244564304e-05	1	0.448	0.294	0.000255079212001871
C030034I22Rik	0.34142604539315	0.00287069967002213	1	0.165	0.097	0.00827671033574698
Dlk2	0.341412873106428	2.59704152604627e-05	0.5949822136172	0.552	0.386	0.000138508881389134
Rnf41	0.341376559185426	9.89399153789644e-06	0.226671346133207	0.75	0.522	6.0954802591723e-05
Ap1s1	0.341361813239601	1.27934278643376e-07	0.00293097432371973	0.929	0.775	1.40054368199064e-06
Tmem196	0.341265607788696	0.0276101152176293	1	0.358	0.279	0.0615192257152825
Cstpp1	0.340950916373311	4.52175708156198e-05	1	0.83	0.663	0.00022368102981045
Psme1	0.340929582458415	5.63105003709835e-08	0.00129007356349923	0.92	0.809	6.90910858484427e-07
Snhg4	0.340686399549493	5.62771145181423e-07	0.0128930869361064	0.675	0.46	5.18604295812755e-06
Immp2l	0.340274145910158	0.0216204720127379	1	0.231	0.162	0.0495999063821634
Shoc2	0.339874308263405	1.17781560702346e-05	0.269837555569074	0.778	0.562	7.03789134265179e-05
Lmln	0.339519166334995	0.0494733767943978	1	0.156	0.11	0.10212651693664
Slc35f4	0.339481783430843	3.73991779435892e-05	0.856815166687629	0.458	0.307	0.000190617980463941
Pbx2	0.339248481761285	7.60526916480332e-05	1	0.58	0.421	0.000350790028636335
Ndufaf6	0.339144577106866	0.000248771094723055	1	0.514	0.363	0.000959922386705215
Wdr6	0.33909491697748	7.0345618629045e-08	0.00161161812279142	0.953	0.834	8.37247035890105e-07
Prrt4	0.338898376760987	1.08737099373718e-05	0.249116694665189	0.481	0.314	6.61509261928137e-05
Gse1	0.338881530191734	8.21071240130486e-05	1	0.561	0.387	0.000374582870016096
BC030500	0.338534627332738	0.0342454560125245	1	0.274	0.209	0.0744414688258958
Atpaf2	0.338176739992383	0.00813406148702113	1	0.5	0.374	0.0209208847311316
Scn2a	0.338170878974022	2.15930533030116e-09	4.94696851171996e-05	0.925	0.749	4.13677442226117e-08
Ctps	0.338169040620734	1.67983447370569e-05	0.384850077925974	0.764	0.59	9.55405856920111e-05
Plpp1	0.338101691880627	2.0678142859638e-06	0.0473736252914307	0.764	0.579	1.58182360789665e-05
Polr2m	0.337830893590515	2.19640901713768e-07	0.00503197305826241	0.962	0.86	2.26806491415068e-06
Gm36457	0.337787953561363	0.0959293590124242	1	0.123	0.087	0.180534011273705
Rasgrf1	0.337736161516681	0.000144705710729255	1	0.646	0.512	0.000610110564155777
Fam216a	0.337362644667103	1.01980035472637e-06	0.0233636261267811	0.901	0.759	8.66631896779141e-06
Rnf19b	0.336909021796428	7.14380862373801e-06	0.163664655569838	0.642	0.449	4.60918110317395e-05
Map3k13	0.336704119877112	0.00115406358058526	1	0.203	0.119	0.00370385725201795
Ptchd1	0.336692588342743	2.1124602238489e-05	0.483964637283782	0.292	0.162	0.000115919927861457
Hoxc4	0.336626136819497	4.09333419704153e-06	0.0937782864542214	0.882	0.737	2.88847880010943e-05
Prrt1	0.336313562558919	2.21165824424996e-06	0.0506690903757666	0.627	0.435	1.68301798099021e-05
Creld1	0.336203592439985	9.59195720136761e-06	0.219751739483332	0.83	0.627	5.92612009272613e-05
Fuz	0.336098237663177	0.000259024379182533	1	0.505	0.345	0.000993343712264533
Oprl1	0.335563456677291	4.52656425334259e-07	0.0103703587044079	0.689	0.466	4.32648417037208e-06
Nptxr	0.335425338805261	1.61102566502066e-09	3.69085979856234e-05	0.906	0.686	3.16980184901363e-08
Zfp580	0.334773477987638	7.54636386640479e-06	0.172887196179334	0.877	0.77	4.81908148661639e-05
Samd10	0.3343623856692	3.13681326202836e-06	0.0718643918330698	0.769	0.564	2.26666935822568e-05
6330409D20Rik	0.334228214752473	0.078698703657238	1	0.156	0.112	0.151768625860846
Cyp46a1	0.334165689380077	3.0145537801235e-05	0.690634271026293	0.547	0.374	0.00015788454330431
Mrpl20	0.334129343259846	1.61017253653233e-09	3.68890528119558e-05	0.976	0.873	3.16980184901363e-08
Celf6	0.334074179356413	1.26585945083985e-06	0.0290008400187411	0.873	0.661	1.0412945539112e-05
Elovl4	0.33394163491713	4.15685263823586e-06	0.0952334939419836	0.835	0.658	2.91804159623232e-05
Srsf12	0.333926962507843	5.79186235359355e-05	1	0.75	0.553	0.000274093767719357
Arhgap26	0.333862734885296	0.000298223637178614	1	0.467	0.331	0.00112393515720119
Htr5a	0.333852502665109	0.222584283783498	1	0.104	0.079	0.365273547468879
Gm11837	0.333838859705443	2.68296783794316e-05	0.614667931672778	0.613	0.436	0.000142223343642424
Pitpnm1	0.333642331297949	2.4785376549419e-08	0.00056783297674719	0.717	0.467	3.50364157824797e-07
Man1a2	0.33343688979955	3.37058114215002e-05	0.772200139666568	0.821	0.648	0.000174027168190441
Tceal1	0.333435689894299	6.05066207286987e-07	0.0138620668089449	0.887	0.706	5.51759748106379e-06
Pced1b	0.33337527286686	0.0634843324747119	1	0.151	0.106	0.126483099508677
Jazf1	0.332375878984751	0.0302736014065311	1	0.193	0.134	0.0668677644768191
Abcb10	0.332248889918091	4.12856611869432e-05	0.945854497792869	0.476	0.318	0.000207044509833029
Zfr	0.331943258487241	3.04498996217689e-08	0.000697607200334726	0.962	0.847	4.14670987758021e-07
Mrm2	0.331696024465582	0.000272814515707013	1	0.396	0.264	0.00103983752583615
Phf13	0.331637415882174	0.00208871887783549	1	0.236	0.15	0.00629208555750717
Chaf1a	0.331572515738591	0.201257591978328	1	0.113	0.086	0.336817303356833
Cebpd	0.331502147257864	0.488985928921769	1	0.151	0.164	0.667257275079752
Zbtb11os1	0.331345492727988	0.00333889609153716	1	0.259	0.17	0.00947647701613667
Nptn	0.331289883227164	1.02606452579005e-08	0.000235071382858501	0.986	0.936	1.57811614389118e-07
Jakmip3	0.331119352417724	0.00836803572005348	1	0.217	0.144	0.021387700424338
Enpp5	0.330976332601775	8.27908628945259e-07	0.0189673866891359	0.892	0.757	7.29093728071147e-06
Pex10	0.330901310450326	0.00277875883961379	1	0.344	0.242	0.00804348483196358
Rragb	0.330895735443899	0.000661403625928222	1	0.594	0.435	0.00226945093327138
Tecr	0.33089365315125	2.92449743228006e-14	6.70002361735362e-10	0.995	0.984	1.77419510891657e-12
Inpp5j	0.330778240438329	9.2175886123105e-05	1	0.316	0.191	0.000414222500602596
Dscam	0.330762184810457	3.73932433360235e-08	0.000856679204828299	0.708	0.496	4.90491552227479e-07
Lrrtm1	0.330603801562394	0.00281660274484412	1	0.462	0.351	0.00814223745167381
Gm57223	0.330461836515653	5.80683874469656e-07	0.0133034675640998	0.712	0.489	5.3195916960911e-06
Msra	0.330268641823156	0.00203710349068377	1	0.349	0.236	0.00614932138721955
Ippk	0.33015322413982	0.0336035525508512	1	0.217	0.154	0.0732802384134389
Ccdc85b	0.330023889905345	6.47379619058405e-09	0.00014831467072628	0.953	0.821	1.08210059358323e-07
Ccna2	0.3298090905519	0.000220583986125336	1	0.142	0.068	0.000869594631223345
Srxn1	0.329567658053973	0.000113368336870175	1	0.542	0.375	0.000495688584032957
Rad51d	0.329534775264276	0.00887059188462084	1	0.25	0.17	0.0225534024167775
Spin2c	0.329473159095212	0.00338429375930106	1	0.387	0.271	0.00959285862467684
Emc4	0.329374033660885	3.37266202004825e-07	0.00772676868793053	0.92	0.829	3.29303583191795e-06
Mapk9	0.329373689446842	2.58809243610819e-06	0.0592931977112386	0.792	0.632	1.91537291303286e-05
Kiss1r	0.329170547147203	0.00351924876957157	1	0.17	0.1	0.00993028334979884
Tcf20	0.328137566034552	3.78135218399835e-08	0.000866307785354021	0.646	0.409	4.93043174319546e-07
Sqstm1	0.32780378817244	5.05658716009173e-06	0.115846411837702	0.882	0.763	3.46193929706594e-05
Rac3	0.327649945742862	1.70394066552004e-07	0.00390372806470642	0.958	0.885	1.79778087608491e-06
Kat5	0.327525915719306	1.38349328866009e-06	0.0316958312432026	0.698	0.496	1.12116858717389e-05
Ddx24	0.327516817040147	3.455838397986e-08	0.000791732576978593	0.948	0.831	4.54671750674785e-07
Jak2	0.327224004560188	0.0794780232314283	1	0.283	0.228	0.15300132458126
Rfxap	0.326946854721069	0.000277014672304556	1	0.887	0.729	0.00105400704584173
Inha	0.326521066081029	1.12109179653825e-05	0.256842130586913	0.495	0.33	6.79185709747444e-05
Haghl	0.326504973369216	1.79394117685053e-08	0.000410991923616455	0.943	0.861	2.64727535827132e-07
Tsr2	0.326217921568395	2.56542743562274e-05	0.587739425501169	0.632	0.439	0.000136990061599023
Peg13	0.326189692905619	9.42574094499115e-06	0.215943725049747	0.802	0.607	5.83188844549104e-05
A230006K03Rik	0.326109257564221	2.66668841243047e-07	0.0061093831528782	0.59	0.38	2.70257424257454e-06
Kazn	0.32602338851275	5.14013377523268e-05	1	0.632	0.443	0.000249745320692062
Alg2	0.325957750059251	1.11436951526727e-08	0.000255302055947732	0.962	0.834	1.70205690385482e-07
Trim23	0.325949847815951	0.000191382254164891	1	0.552	0.372	0.000771178677299119
Fbxl21	0.325947075790808	0.0297267552661631	1	0.118	0.074	0.0658116913343134
Rara	0.325160331317551	0.00146411895146011	1	0.325	0.218	0.00458114010027059
Inafm1	0.324948582766566	8.33740827607903e-05	1	0.802	0.669	0.00037895732934353
Gng2	0.324864137781153	7.05893199282431e-06	0.161720131955605	0.906	0.761	4.57914292434129e-05
Prtn3	0.32471960730894	0.000861396654318174	1	0.297	0.189	0.00287219892065785
Nprl2	0.324654817412345	4.86899331634736e-05	1	0.67	0.506	0.000238160837690989
Gfod2	0.324463651797453	1.882977923077e-05	0.43139024217694	0.703	0.511	0.000105582125391532
Uap1l1	0.324458928505198	0.541809162518465	1	0.189	0.166	0.711124525805485
Uhrf1bp1l	0.32383821521605	0.00053996881185883	1	0.448	0.316	0.00190055098323882
Kif3b	0.323834050340325	0.000322487910893083	1	0.561	0.413	0.00120190033684384
Gm56833	0.323614665416161	0.0456224544875859	1	0.108	0.07	0.0952117218150106
Them6	0.323367776917639	0.000991226302541335	1	0.354	0.231	0.00323110185783623
Tspyl3	0.323297307928431	0.00221942637396574	1	0.425	0.309	0.00659486693978392
Phf7	0.323284302145821	0.0134373167150513	1	0.146	0.089	0.0324636058691063
Rasgef1a	0.322980536871079	2.26207793665942e-05	0.518242055288673	0.613	0.436	0.000123201451712323
Bmyc	0.32281444642269	2.29094539634204e-08	0.000524855590301962	0.958	0.848	3.2595600948606e-07
Urgcp	0.322614870105069	6.90012552684405e-05	1	0.5	0.333	0.000320977085210382
Kcnj3	0.322577573313306	0.00467699608754131	1	0.274	0.185	0.0127761844342592
Npy5r	0.322196294028058	0.0840982559636284	1	0.137	0.097	0.160621417599094
Klc2	0.321634307491698	3.53880007906136e-06	0.0810739098112959	0.745	0.561	2.52573182113399e-05
Ccdc74a	0.321589924095737	8.12716414195578e-06	0.186193330492207	0.453	0.283	5.1374027455952e-05
Slc48a1	0.321485182290071	0.000859246674916599	1	0.873	0.752	0.0028672188510586
Gm57304	0.321320495201461	0.00228154400304011	1	0.241	0.154	0.00675188631793985
Pdzrn4	0.321292298689095	0.000180742612419406	1	0.476	0.322	0.000734161076048005
Ier3	0.321229083072224	0.938337451287931	1	0.292	0.273	0.965828133477349
Gm32391	0.321126044057207	0.00313343780554792	1	0.16	0.092	0.00897498776041527
Mitd1	0.320748273447557	0.629006875911769	1	0.189	0.168	0.781001899407724
Atp6v1a	0.320629066596601	1.81226405095226e-08	0.000415189694073163	0.962	0.857	2.66530955372373e-07
C2cd4c	0.320416750487827	0.000148808064793522	1	0.363	0.234	0.000623196190813139
Il1rapl1	0.320298772769551	6.80354990478787e-05	1	0.387	0.244	0.000317498995556767
Sv2a	0.320069545019732	2.46179342115686e-07	0.00563996872787036	0.915	0.764	2.51500212266901e-06
Dph6	0.319943261999266	5.7533008028391e-05	1	0.458	0.294	0.000273184405346563
Atp5g1	0.319941728445782	8.28651224231568e-10	1.89843995471452e-05	0.995	0.957	1.79185571655618e-08
Pam16	0.319853130677301	8.71714302276121e-06	0.199709746651459	0.929	0.822	5.45508319819785e-05
Trim68	0.319755700682792	0.0692063990647587	1	0.108	0.073	0.136168266267958
Clec11a	0.319741397596079	0.0115177573128037	1	0.208	0.136	0.0284878618019969
Pbx4	0.319723154862914	0.000867891310525288	1	0.613	0.485	0.00288944302162687
Aplp1	0.319480881639729	2.19048216782809e-09	5.01839464649415e-05	0.981	0.89	4.17817734020659e-08
Sccpdh	0.319361606743448	1.99981520351186e-05	0.458157663124567	0.906	0.75	0.000111183527873391
Stmn3	0.31934223849577	2.00741383640286e-07	0.00459898509919894	0.991	0.927	2.08771038985897e-06
Ndfip1	0.319261956164557	7.04258738888707e-12	1.61345677079403e-07	1	0.983	2.84833534394988e-10
Dnm1	0.319160372612837	4.59588397791466e-07	0.0105291701934025	0.906	0.759	4.37359939336192e-06
