ENTREZID	SYMBOL	GENENAME	baseMean	log2FC_shrink	lfcSE	pvalue	FDR	log2FC_raw	pvalue_raw	sig_status
238393	Serpina3f	serine (or cysteine) peptidase inhibitor, clade A, member 3F	12.7710069110379	0.791713506064294	0.191049878559558	1.44045090830004e-05	0.00377446153004887	2.58727693216201	1.44045090830004e-05	up
12259	C1qa	complement component 1, q subcomponent, alpha polypeptide	52.4146148403952	0.873824789574239	0.202829035789133	1.5466264897892e-05	0.00392194543104287	1.68201736194441	1.5466264897892e-05	up
56644	Clec7a	C-type lectin domain family 7, member a	36.9153881232252	0.631041634584793	0.169950351025423	1.53879846108218e-05	0.00392194543104287	3.29330192618241	1.53879846108218e-05	up
104759	Pld4	phospholipase D family member 4	9.475023480956	0.869175330409555	0.202194061706955	1.76619962992947e-05	0.00440764929869066	1.97002251401506	1.76619962992947e-05	up
16145	Igtp	interferon gamma induced GTPase	2412.30989465962	0.835607384353944	0.19997677152605	1.89776150182842e-05	0.00466196973933537	2.06928954331364	1.89776150182842e-05	up
226691	Ifi207	interferon activated gene 207	17.7489694306224	0.760461604109203	0.189633707603265	1.97462966776694e-05	0.00477617348255875	2.57611865226476	1.97462966776694e-05	up
22329	Vcam1	vascular cell adhesion molecule 1	243.973638649299	0.852576131787555	0.202846363726591	2.12475380666036e-05	0.00506142111338093	1.8072891860142	2.12475380666036e-05	up
100038882	Isg15	ISG15 ubiquitin-like modifier	142.802757189494	0.838766641438167	0.201394814870896	2.21180114750293e-05	0.00519013994642404	1.96193081868221	2.21180114750293e-05	up
12508	Cd53	CD53 antigen	28.6229420919435	0.831338723848676	0.200467336767617	2.27805245692193e-05	0.0052669912834892	2.03947047770904	2.27805245692193e-05	up
628900	Serpina3i	serine (or cysteine) peptidase inhibitor, clade A, member 3I	24.810875828139	0.851023248416357	0.201834589480598	2.4890072548346e-05	0.00559031029435852	1.54602737010507	2.4890072548346e-05	up
105855	Nckap1l	NCK associated protein 1 like	16.0778889381146	0.817991717568734	0.19899596501174	2.48130939813178e-05	0.00559031029435852	2.13507045410401	2.48130939813178e-05	up
21937	Tnfrsf1a	tumor necrosis factor receptor superfamily, member 1a	443.013600776726	0.616118424917398	0.146467438263953	2.59989327602857e-05	0.0057571157867213	0.727991671544595	2.59989327602857e-05	up
246728	Oas2	2'-5' oligoadenylate synthetase 2	13.5197851958801	0.846888477252498	0.20296700691423	2.67410705462528e-05	0.00575922070038612	1.68641908640131	2.67410705462528e-05	up
21354	Tap1	transporter 1, ATP-binding cassette, sub-family B (MDR/TAP)	676.205896024218	0.830763401643792	0.201266015469275	2.64602471668612e-05	0.00575922070038612	1.94997644457845	2.64602471668612e-05	up
19253	Ptpn18	protein tyrosine phosphatase, non-receptor type 18	10.38779206889	0.851336805061322	0.202568415454209	2.76177247855353e-05	0.00578941158770915	1.86933840232329	2.76177247855353e-05	up
20344	Selp	selectin, platelet	21.278069401864	0.835887126271523	0.201577115043808	2.74923017239897e-05	0.00578941158770915	1.94546253906935	2.74923017239897e-05	up
14130	Fcgr2b	Fc receptor, IgG, low affinity IIb	30.9531709015801	0.835358541769063	0.202710829959886	3.20363443219362e-05	0.00662730796617737	1.80280852275995	3.20363443219362e-05	up
54123	Irf7	interferon regulatory factor 7	499.095378802507	0.77359130730577	0.194259568627288	3.37401598562799e-05	0.00688912718520041	2.27385153825301	3.37401598562799e-05	up
12362	Casp1	caspase 1	84.5758932256655	0.768579222989581	0.185621220375159	3.44569426094049e-05	0.00694528271416748	1.09546294808918	3.44569426094049e-05	up
223672	Apol9a	apolipoprotein L 9a	15.4074461795206	0.610298737513717	0.170534601636782	4.82699053131329e-05	0.0096063221687731	3.12358859460944	4.82699053131329e-05	up
246746	Cd300lf	CD300 molecule like family member F	8.51947713114898	0.595386227574077	0.166418328694548	4.96566916891e-05	0.00968239848938351	3.3559327956841	4.96566916891e-05	up
17472	Gbp4	guanylate binding protein 4	433.1332358843	0.680020122149185	0.182418624160516	5.36818733141517e-05	0.0102925172225011	2.6297860200213	5.36818733141517e-05	up
15162	Hck	Hck proto-oncogene, Src family tyrosine kinase	6.62360592421595	0.8083714690636	0.200517320036974	5.57653568394118e-05	0.0105631679545691	2.00047276043269	5.57653568394118e-05	up
16161	Il12rb1	interleukin 12 receptor, beta 1	12.0366784472213	0.639767573471091	0.176576352791304	6.1728999776887e-05	0.0115536111249074	2.89263681716983	6.1728999776887e-05	up
12010	B2m	beta-2 microglobulin	12503.896942129	0.806009351289443	0.203035147899403	6.50675402161128e-05	0.0117586199371032	1.60245958131362	6.50675402161128e-05	up
20293	Ccl12	C-C motif chemokine ligand 12	4.81367435848833	0.779567532647167	0.196007440028741	6.65638706527275e-05	0.0117586199371032	2.26501427923986	6.65638706527275e-05	up
246177	Myo1g	myosin IG	4.57228157374173	0.756521042263289	0.191573372226918	6.54084190494951e-05	0.0117586199371032	2.47574432609285	6.54084190494951e-05	up
24110	Usp18	ubiquitin specific peptidase 18	426.539457978625	0.7006743823225	0.186835326886285	6.64372237266559e-05	0.0117586199371032	2.45157977415885	6.64372237266559e-05	up
14972	H2-K1	histocompatibility 2, K1, K region	5486.22268438105	0.764330678454343	0.192027547490836	6.89509110333217e-05	0.0120449580362876	1.15360699414265	6.89509110333217e-05	up
109225	Ms4a7	membrane-spanning 4-domains, subfamily A, member 7	13.0499259109477	0.800459152225412	0.202616184487174	6.9865597934241e-05	0.0120706256123312	1.7538220249007	6.9865597934241e-05	up
20846	Stat1	signal transducer and activator of transcription 1	2074.05030657082	0.794847090078753	0.202427422320135	8.13394133897899e-05	0.0137507339496159	1.47965550260219	8.13394133897899e-05	up
12515	Cd69	CD69 antigen	7.68195682398861	0.682920360323626	0.185314182684314	0.000100491059158353	0.016287839506058	2.5505159937509	0.000100491059158353	up
