probe_id	colleague_log2FC	colleague_padj	ours_log2FC	ours_padj	status
ILMN_1212848	-0.999999797445646	0.8642515818177	0.133244262222521	0.767952836637372	ns
ILMN_1212849	2.14438991821914	0.834540291442405	-0.298620204604405	0.679322100969603	ns
ILMN_1212850	0.683652853072148	0.861889585498081	-0.108219050880336	0.743562395029762	ns
ILMN_1212852	-0.582842277717463	0.931033678035951	-0.0119585185134587	0.98771206342643	ns
ILMN_1212854	-1.41693952941173	0.834540291442405	0.187091444088255	0.666571706554412	ns
ILMN_1212856	1.0586176800704	0.834540291442405	-0.201709960744911	0.390346038765279	ns
ILMN_1212857	0.246437582906397	0.933845065731027	-0.0232075857238012	0.953239059932099	ns
ILMN_1212862	-0.770351863915145	0.834540291442405	0.222738671861517	0.25638751281975	ns
ILMN_1212865	-0.487938102481613	0.866401357932563	0.068471884841256	0.792947807487716	ns
ILMN_1212874	0.198731440602121	0.961622205701382	0.028198657672907	0.948204319302098	ns
ILMN_1212876	0.300395055942692	0.938101653448368	0.127962702315693	0.790830062183483	ns
ILMN_1212884	0.18633867559174	0.978655202252713	-0.0114077023755073	0.978194234433015	ns
ILMN_1212890	-0.170397858365495	0.966392714985415	0.0942511563594035	0.783916891385233	ns
ILMN_1212894	0	NA	-0.502411941809015	0.0151512316659739	ns
ILMN_1212898	0.211503979525989	0.934106577589926	0.114929596370443	0.897876115283546	ns
ILMN_1212902	0.0258593790464954	1	0.0171915290506357	0.95124123990202	ns
ILMN_1212906	-0.00448400471904975	1	0.0447187455282423	0.924072298070646	ns
ILMN_1212907	0.48180641156882	0.900773477567777	-0.271153370021815	0.337468347052035	ns
ILMN_1212909	-0.287162587417097	0.932788531729249	0.0991309813519301	0.784650990023676	ns
ILMN_1212913	-0.0781388279527535	0.992114765882552	-0.0909921009494346	0.809731765926756	ns
ILMN_1212920	0	NA	-1.31284574442684	3.33496075145756e-06	ns
ILMN_1212921	1.0985773865927	0.834540291442405	-0.151221357661264	0.583705891658089	ns
ILMN_1212927	0.0235067286063182	1	0.00659998310515775	0.982951810767	ns
ILMN_1212934	-0.35831243049381	0.910594656107734	0.0656926584851263	0.816114810551923	ns
ILMN_1212935	-0.413361094911922	0.853700707910002	0.0814200558017397	0.715083991608403	ns
ILMN_1212937	-22.763953838791	0.834540291442405	0.546825451424493	0.236756800641567	ns
ILMN_1212938	0	NA	2.03801887772039	1.82804699863891e-09	ns
ILMN_1212941	0	NA	0.120053693141923	0.799542577550632	ns
ILMN_1212946	0.635367182252562	0.875871670209993	-0.208127850018844	0.509945936056559	ns
ILMN_1212949	0.702047190691412	0.932862859471178	0.479239430356292	0.492030272717325	ns
ILMN_1212953	0.58210857302501	0.834540291442405	-0.0741808820249945	0.78955078017331	ns
ILMN_1212958	0	NA	-0.246732563067477	0.478192232582452	ns
ILMN_1212959	1.02914655860343	0.834540291442405	-0.0887424729401749	0.899632095122528	ns
ILMN_1212964	-0.999999932481872	0.834540291442405	0.136949784290735	0.818872815602965	ns
